Country,ISO,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Portugal,PRT,12490.929,11533.827,11737.174,12922.15,15799.892,18064.472,18815.438,19837.971,22811.573,24933.171,23122.556,22580.678,23217.343,20588.873,21625.482,22112.538,19262.274,19985.547,21334.134
Puerto Rico,PRI,15293.182,16192.127,18243.709,18972.77,19820.208,20988.989,21959.317,22935.951,23664.874,24898.335,25768.726,26435.742,27278.853,27944.742,28513.15,28981.343,29755.35,30475.357,31581.394
Qatar,QAT,21660.445,29914.266,28666.61,30748.535,35644.406,44051.659,54228.833,62920.646,69166.962,74189.292,59683.144,72953.444,96827.857,101933.117,99180.39,93054.141,66346.911,57965.377,62826.062
Romania,ROU,1611.132,1669.978,1817.045,2118.572,2768.119,3541.52,4662.666,5811.44,8262.407,10385.848,8517.598,8190.571,9081.724,8518.923,9537.82,10004.876,8950.463,9538.926,10761.712
Russia,RUS,1427.745,1899.41,2251.273,2547.868,3186.717,4392.862,5693.94,7395.819,9721.855,12429.087,9149.11,11406.188,14271.682,15358.085,15942.141,14305.57,9477.559,8909.547,10961.992
Rwanda,RWA,262.564,229.235,209.117,200.121,215.302,240.947,293.248,349.992,415.706,511.872,554.564,577.411,636.44,696.73,709.834,727.969,736.378,734.822,773.949
Samoa,WSM,1469.932,1511.677,1516.881,1595.803,1876.744,2280.71,2633.305,2775.164,3038.858,3634.995,3170.109,3430.856,3939.695,4233.328,4219.066,4178.979,4149.36,4015.214,4258.343
San Marino,SMR,,,,,,,,,72991.32,79170.462,66988.912,60430.541,57500.385,50335.061,51987.253,51234.811,43068.684,44309.093,45882.357
Sao Tome and Principe,STP,408.704,415.999,505.213,552.891,647.954,692.685,809.407,839.546,885.101,1117.491,1084.167,1107.873,1273.159,1342.707,1569.619,1763.383,1555.969,1705.692,1846.724
Saudi Arabia,SAU,8092.7,9256.541,8778.391,8822.507,9800.529,11467.097,14068.219,15603.985,16666.626,20157.298,16094.678,19163.337,23654.865,25208.162,24892.99,24580.472,21094.595,20317.679,21153.205
Senegal,SEN,676.012,603.472,609.716,651.454,815.154,928.964,981.308,1026.096,1204.905,1395.408,1297.944,1257.744,1345.409,1301.512,1343.179,1361.349,1186.925,1231.651,1333.419
Serbia,SRB,1507.679,1238.888,1640.945,2156.887,2836.54,3315.331,3695.343,4398.828,5878.873,7087.453,6168.228,5673.62,6809.94,6012.63,6752.796,6598.935,5585.117,5756.384,6284.196
Seychelles,SYC,7747.491,7578.829,7663.083,8431.923,8524.935,10176.659,11093.314,12014.418,12155.702,11123.004,9707.265,10805.099,11647.017,11999.897,14762.223,14701.368,14786.118,15219.117,15859.382
Sierra Leone,SLE,224.923,210.745,233.996,258.174,272.053,271.396,299.269,331.015,368.86,418.785,399.926,410.595,457.917,578.302,731.066,721.558,599.574,522.355,506.011
Singapore,SGP,21796.254,23793.113,21576.807,22016.976,23573.854,27404.812,29869.899,33579.155,39223.538,39722.148,38577.168,46569.395,53363.94,54891.873,56519.348,57271.717,55330.507,56454.739,59990.058
Slovak Republic,SVK,3864.179,3832.538,3976.091,4620.66,6330.051,8027.234,9129.071,10683.501,14349.947,18048.555,16567.154,16634.686,18223.895,17294.62,18205.908,18668.684,16197.783,16564.909,17627.111
Slovenia,SVN,11498.633,10286.104,10501.874,11841.814,14905.102,17282.619,18222.579,19777.132,23959.166,27784.009,24785.048,23499.587,25040.519,22563.157,23378.09,24243.945,20904.665,21635.439,23502.245
Solomon Islands,SLB,1116.043,923.454,897.55,744.048,704.085,793.967,915.158,980.042,1048.642,1207.902,1160.785,1293.864,1733.71,1935.74,2010.288,2042.088,1971.553,2056.559,2114.677
Somalia,SOM,,,,,,,,,,,,,,,,,,,
South Africa,ZAF,3087.271,3039.041,2667.881,2520.59,3772.06,4868.697,5412.942,5638.677,6123.957,5802.368,5926.398,7380.615,8083.126,7574.427,6907.599,6508.779,5800.506,5326.729,6182.253
South Sudan,SSD,,,,,,,,,,,,,1644.739,1041.463,1337.232,1309.952,1051.185,241.527,234.336
Spain,ESP,15774.437,14721.704,15365.803,17075.474,21528.292,24981.314,26547.913,28530.039,32748.087,35725.345,32412.772,30803.472,31868.855,28583.739,29237.722,29686.682,25849.685,26681.824,28377.759
Sri Lanka,LKA,992.638,1031.359,983.965,1027.565,1125.194,1221.079,1431.295,1645.073,1869.834,2336.438,2396.633,2807.661,3212.756,3349.776,3608.294,3818.396,3842.252,3856.824,4073.44
St. Kitts and Nevis,KNA,8670.829,9544.827,10327.642,10652.251,10270.537,11032.717,11884.778,13355.566,14541.886,15762.704,15074.213,14904.948,15742.955,15219.198,15977.284,17061.303,17247.171,17485.915,17905.339
St. Lucia,LCA,5365.735,5348.428,5056.054,5059.127,5499.454,5875.116,6182.276,6818.842,7600.339,7554.224,7762.925,8440.588,8629.369,8502.323,8674.491,8954.21,9466.526,9678.511,10312.361
St. Vincent and the Grenadines,VCT,3675.552,3728.551,4047.314,4327.554,4494.099,4847.173,5091.592,5623.323,5973.546,6366.698,6172.788,6224.215,6171.48,6318.54,6569.923,6622.343,6867.925,7000.324,7124.386
Sudan,SDN,352.442,422.316,492.676,554.652,635.575,772.939,996.677,1249.767,1599.596,1700.513,1401.244,1637.419,2034.461,1396.292,1462.582,1628.497,1698.87,1403.228,1120.008
Suriname,SUR,2649.744,2712.6,2301.928,2872.138,3335.527,3789.587,4483.534,5208.555,5758.066,6832.947,7394.097,8224.066,8190.699,9194.151,9351.962,9379.003,8439.174,5498.942,5260.044
Sweden,SWE,30601.857,29287.801,26970.431,29566.176,36936.664,42407.825,43048.112,46145.739,53185.652,55592.669,46047.306,51925.595,59454.397,56978.613,60069.346,58930.154,50565.098,51245.363,52924.365
Switzerland,CHE,40642.238,37993.795,38715.763,41554.546,48284.636,53446.727,55115.307,57801.077,63959.837,72941.175,70321.898,74884.834,88903.378,83958.545,85675.755,87161.617,82510.452,80490.76,80642.579
Syria,SYR,1043.174,1202.891,1236.897,1305.087,1208.885,1361.499,1510.392,1726.028,2016.052,2557.211,2557.267,2806.685,,,,,,,
Taiwan Province of China,TWN,13768.274,14876.879,13408.383,13715.525,14094.37,15360.724,16503.313,16984.54,17780.925,18102.946,16959.775,19261.667,20911.643,21269.614,21887.992,22638.917,22373.564,22572.702,24389.677
Tajikistan,TJK,177.712,159.417,167.035,187.958,236.394,308.844,337.129,401.586,519.025,702.445,666.024,738.287,834.52,949.648,1040.15,1105.197,919.073,795.981,800.802
Tanzania,TZA,363.109,378.494,378.881,383.7,399.475,425.476,450.395,481.665,541.793,671.868,683.856,725.765,765.333,882.479,996.777,1069.71,993.839,1022.542,1064.457
Thailand,THA,2057.318,2030.725,1921.673,2133.115,2404.937,2714.64,2955.79,3442.387,4058.386,4471.123,4298.296,5174.529,5600.64,5979.218,6296.192,6079.686,5967.672,6113.799,6730.558
Timor-Leste,TLS,,489.866,569.609,554.016,580.466,1132.771,1870.683,2687.664,2851.49,4246.847,3060.187,3782.707,5272.736,6052.99,5002.922,3494.848,2620.3,2079.628,2239.694
Togo,TGO,377.803,311.499,300.953,337.732,409.209,427.308,422.158,425.298,444.013,539.752,533.049,527.823,579.544,565.01,613.632,633.067,563.759,589.74,614.969
Tonga,TON,2035.946,1965.571,1775.167,1908.075,2108.806,2454.269,2788.968,2889.027,3142.198,3337.897,3295.282,3788.677,4412.213,4442.354,4303.082,4277.608,4021.72,4249.137,4520.886
Trinidad and Tobago,TTO,5475.183,6541.694,7042.209,7158.999,8927.638,10438.77,12467.75,14273.555,16807.873,21464.21,14801.21,16957.995,19320.961,19208.072,20173.251,20288.06,18470.339,15913.981,16107.406
Tunisia,TUN,2388.986,2213.949,2254.913,2345.99,2762.051,3112.91,3194.48,3371.538,3778.375,4308.482,4131.023,4140.485,4256.837,4137.576,4198.848,4274.471,3827.641,3666.308,3464.718
Turkey,TUR,4019.001,4218.859,3053.282,3589.386,4642.902,5952.828,7277.942,7898.992,9562.939,10691.762,8881.762,10475.567,11140.952,11552.693,12395.369,12022.18,10914.886,10817.389,10537.186
Turkmenistan,TKM,861.861,1109.216,1514.431,1880.287,2443.634,3004.972,3596.234,4429.641,5312.927,4350.129,4036.459,4439.203,5649.978,6675.276,7304.421,7962.366,6432.669,6412.135,6642.523
Tuvalu,TUV,,,,1661.535,1946.376,2255.915,2229.48,2324.759,2713.056,3053.405,2683.967,3059.159,3687.994,3541.906,3499.048,3459.462,3280.974,3362.05,3688.651
Uganda,UGA,285.563,273.964,268.065,278.964,278.825,331.993,372.282,406.739,488.914,604.626,628.759,662.223,669.297,755.416,767.235,775.095,646.894,676.948,702.244
Ukraine,UKR,664.99,664.376,784.864,885.315,1055.946,1374.753,1839.515,2319.286,3101.388,3944.724,2557.279,2982.814,3589.632,3872.534,3968.797,3053.608,2124.619,2200.002,2655.939
United Arab Emirates,ARE,27321.043,34688.979,32621.292,32790.711,35017.312,39304.507,43988.667,44313.586,41472.286,39074.838,30920.447,35064.255,41194.733,42723.581,43197.43,43340.018,37380.571,36226.239,37732.656
United Kingdom,GBR,28435.056,28043.874,27510.331,29912.986,34302.415,40111.752,41842.698,44403.814,50315.557,47469.38,38601.319,39122.192,41649.659,42023.101,42981.253,47003.879,44494.861,40657.859,39975.378
United States,USA,34494.539,36317.741,37101.103,37971.28,39411.546,41629.858,44025.56,46213.508,47869.24,48283.413,47007.674,48402.581,49825.501,51556.171,53061.235,54992.725,56770.397,57876.631,59894.998
Uruguay,URY,7193.466,6817.363,6238.214,4073.418,3614.627,4102.584,5189.889,5842.813,6984.815,9029.327,9372.485,11859.898,14054.33,14961.681,16723.447,16572.362,15365.956,15139.12,16941.557
Uzbekistan,UZB,693.22,560.173,468.772,384.502,398.329,466.848,549.947,647.084,836.59,1056.624,1215.273,1404.853,1577.476,1753.442,1923.754,2069.774,2143.26,2124.108,1520.097
Vanuatu,VUT,1435.664,1422.228,1317.091,1313.463,1542.059,1743.244,1824.378,1985.275,2353.462,2614.735,2593.711,2841.209,3093.464,3067.747,3108.791,3110.706,2880.948,2929.517,3158.835
Venezuela,VEN,4121.578,4823.961,4965.408,3790.656,3265.553,4309.504,5418.439,6609.949,8133.306,10464.263,8442.837,10316.832,11541.876,11287.303,7869.442,7029.892,10568.1,9092.02,4717.533
Vietnam,VNM,374.722,401.567,413.342,440.209,489.034,603.668,699.682,796.928,920.463,1154.493,1181.448,1297.226,1532.311,1750.756,1898.898,2047.429,2085.714,2172.012,2353.356
Yemen,YEM,439.292,539.641,532.421,560.031,597.771,682.148,797.704,881.648,971.326,1171.169,1060.926,1266.787,1302.302,1367.715,1515.946,1574.246,1507.171,1063.025,894.642
Zambia,ZMB,330.283,340.164,376.986,376.468,429.01,530.54,691.785,1030.282,1103.452,1365.692,1134.758,1456.162,1635.505,1724.711,1839.537,1727.026,1310.354,1252.698,1500.646
Zimbabwe,ZWE,1003.834,969.824,964.08,922.878,822.472,806.898,764.632,677.881,646.558,553.376,790.352,975.851,1131.836,1310.366,1421.548,1415.027,1412.315,1382.89,1471.406
