Year,"Sort
order","Major area, region, country or area of destination",0-4,5-9,10-14, 15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+,Total
1995,1995254,Guam,"1,518","2,078","2,204","2,676","4,492","4,377","4,317","4,120","3,283","2,583","2,057","1,571","1,286","1,008",686,566,"38,822"
1995,1995255,Kiribati,93,123,145,129,107,105,99,90,78,49,42,34,17,12,8,8,"1,139"
1995,1995256,Marshall Islands,72,58,44,44,73,104,115,113,92,64,47,37,29,15,7,2,916
1995,1995257,Micronesia (Fed. States of),114,96,101,102,184,268,293,268,238,179,124,68,47,23,8,6,"2,119"
1995,1995258,Nauru,95,81,80,82,116,146,159,156,133,98,75,58,45,31,17,23,"1,395"
1995,1995259,Northern Mariana Islands,538,452,502,542,"1,294","2,060","2,631","2,328","2,035","1,401",972,588,287,149,47,21,"15,847"
1995,1995260,Palau,129,112,120,99,240,445,467,433,319,215,110,65,28,14,11,1,"2,808"
1995,1995261,Polynesia,"2,197","2,499","2,585","2,693","3,441","3,715","3,989","3,553","3,027","2,536","2,002","1,263",932,621,358,392,"35,803"
1995,1995262,American Samoa,454,683,853,"1,047","1,398","1,469","1,449","1,258","1,007",767,586,399,291,164,117,95,"12,037"
1995,1995263,Cook Islands,193,208,186,157,133,108,102,88,83,62,51,41,28,18,15,24,"1,497"
1995,1995264,French Polynesia,605,956,937,955,"1,472","1,755","2,069","1,849","1,636","1,463","1,178",658,480,327,162,187,"16,689"
1995,1995265,Niue,28,30,31,27,20,19,21,20,16,13,11,8,7,3,2,1,257
1995,1995266,Samoa,533,309,306,251,157,113,117,140,126,106,68,66,49,39,28,43,"2,451"
1995,1995267,Tokelau,19,24,23,15,10,10,8,8,6,6,4,3,2,2,1,6,147
1995,1995268,Tonga,267,212,169,142,134,126,120,104,89,72,68,60,50,51,26,28,"1,718"
1995,1995269,Tuvalu,9,7,5,9,21,20,16,14,11,9,8,5,6,4,2,2,148
1995,1995270,Wallis and Futuna Islands,89,70,75,90,96,95,87,72,53,38,28,23,19,13,5,6,859
2000,2000001,WORLD,"2,493,396","3,094,777","3,878,662","4,956,398","6,884,684","8,633,948","9,311,229","9,352,852","8,422,258","7,085,956","5,953,670","4,674,286","3,845,169","2,845,558","2,381,407","3,712,629","87,527,473"
2000,2000002,More developed regions,"695,503","1,237,338","1,967,118","2,827,915","3,933,340","4,857,974","5,329,675","5,465,014","5,105,583","4,405,145","3,777,107","2,977,297","2,501,383","1,801,275","1,529,761","2,147,103","50,558,910"
2000,2000003,Less developed regions,"1,797,893","1,857,439","1,911,544","2,128,483","2,951,344","3,775,974","3,981,554","3,887,838","3,316,675","2,680,811","2,176,563","1,696,989","1,343,786","1,044,283","851,646","1,565,526","36,968,563"
2000,2000004,Least developed countries,"415,742","456,775","462,978","461,611","497,433","536,268","498,789","429,555","328,360","248,196","195,186","160,047","127,176","91,605","62,560","65,092","5,037,373"
2000,2000005,"Less developed regions, excluding least developed countries","1,382,292","1,400,997","1,449,129","1,667,555","2,454,961","3,241,444","3,485,255","3,461,040","2,990,920","2,434,722","1,983,252","1,538,353","1,217,670","953,627","789,960","1,501,890","31,953,282"
2000,2000006,High-income countries,"1,024,433","1,490,019","1,969,297","2,606,880","3,950,547","5,345,265","5,944,108","5,895,352","5,178,893","4,267,257","3,539,386","2,699,588","2,240,405","1,665,147","1,416,859","1,998,224","51,231,660"
2000,2000007,Middle-income countries,"1,168,038","1,248,791","1,538,398","1,968,065","2,532,761","2,869,188","2,982,789","3,119,281","2,968,474","2,606,031","2,241,981","1,836,937","1,498,044","1,107,437","916,021","1,657,704","32,259,940"
2000,2000008,Upper-middle-income countries,"542,055","638,741","881,671","1,151,868","1,475,727","1,668,760","1,689,819","1,655,907","1,580,144","1,386,019","1,193,023","964,025","811,140","557,350","438,782","633,300","17,268,331"
2000,2000009,Lower-middle-income countries,"625,983","610,050","656,727","816,197","1,057,034","1,200,428","1,292,970","1,463,374","1,388,330","1,220,012","1,048,958","872,912","686,904","550,087","477,239","1,024,404","14,991,609"
2000,2000010,Low-income countries,"293,039","341,137","352,243","362,324","384,378","400,177","363,380","316,761","256,263","197,626","159,469","129,048","100,487","69,168","46,283","54,417","3,826,200"
2000,2000011,Sub-Saharan Africa,"543,848","561,918","564,505","620,797","746,379","810,755","739,001","635,297","512,380","406,403","317,436","251,155","198,530","134,558","80,928","86,347","7,210,452"
2000,2000012,AFRICA,"580,048","594,536","596,888","661,838","808,077","882,774","817,162","709,464","573,883","455,104","353,990","277,495","217,899","145,114","88,184","93,687","7,856,358"
2000,2000013,Eastern Africa,"184,728","186,193","196,945","212,777","240,123","266,245","248,794","219,864","178,038","140,109","112,934","93,052","74,137","52,419","34,665","39,561","2,480,584"
2000,2000014,Burundi,"2,582","4,049","4,363","4,817","6,219","7,261","7,510","6,686","4,813","3,562","2,395","2,241","1,495","1,254","1,158",689,"61,094"
2000,2000015,Comoros,243,338,435,492,555,703,767,739,618,474,412,308,197,115,46,69,"6,511"
2000,2000016,Djibouti,"2,880","3,397","4,021","4,908","5,525","6,461","6,272","5,743","4,199","2,849","2,008","1,771","1,389",667,334,496,"52,920"
2000,2000017,Eritrea,378,330,528,633,750,828,808,717,566,436,317,237,171,80,32,45,"6,856"
2000,2000018,Ethiopia,"19,737","21,403","24,667","29,825","34,115","37,899","35,839","30,899","24,117","18,476","14,135","11,029","9,088","5,496","2,200","3,294","322,219"
2000,2000019,Kenya,"47,159","45,921","43,449","38,691","33,638","30,767","24,318","20,306","15,735","13,036","10,747","8,223","6,351","4,526","2,701","3,026","348,594"
2000,2000020,Madagascar,512,535,528,483,671,957,904,794,778,932,"1,199","1,317","1,246",983,695,742,"13,276"
2000,2000021,Malawi,"7,217","7,036","7,583","9,283","10,971","11,404","10,560","9,000","7,287","5,859","4,657","3,562","2,735","3,233","5,064","6,079","111,530"
2000,2000022,Mauritius,108,153,123,79,981,"1,261","1,308",629,355,224,171,108,73,53,34,45,"5,705"
2000,2000023,Mayotte,"1,302","1,465","1,833","2,420","3,045","3,255","2,947","2,413","1,700",733,858,739,616,106,43,71,"23,546"
2000,2000024,Mozambique,"14,101","10,218","7,323","7,214","12,048","18,443","8,174","5,833","4,964","3,867","3,139","2,688","1,910","1,378","1,094",781,"103,175"
2000,2000025,Réunion,"1,759","4,103","5,219","5,223","3,691","4,207","4,880","5,055","4,567","3,904","3,504","2,398","1,498",949,566,741,"52,264"
2000,2000026,Rwanda,"6,412","8,838","12,615","16,548","21,859","24,980","22,835","17,970","12,727","9,177","6,637","5,051","4,006","2,571","1,828","1,631","175,685"
2000,2000027,Seychelles,118,149,124,130,402,544,640,524,445,270,143,105,72,72,52,47,"3,837"
2000,2000028,Somalia,"1,456",984,675,608,795,"1,059","1,152","1,180",964,674,369,287,240,78,52,49,"10,622"
2000,2000029,South Sudan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2000,2000030,Uganda,"25,054","23,246","24,430","25,296","27,941","29,661","29,077","27,126","23,410","20,065","16,673","14,638","11,178","7,670","3,535","5,325","314,325"
2000,2000031,United Republic of Tanzania,"34,055","31,222","32,379","35,785","39,362","43,931","45,891","43,157","34,869","27,524","22,630","20,633","18,403","16,474","12,422","12,225","470,962"
2000,2000032,Zambia,"11,891","12,957","14,746","16,336","17,561","17,547","15,884","13,033","10,492","8,716","7,458","6,272","4,372","3,026","1,333","1,996","163,620"
2000,2000033,Zimbabwe,"7,764","9,849","11,904","14,006","19,994","25,077","29,028","28,060","25,432","19,331","15,482","11,445","9,097","3,688","1,476","2,210","233,843"
2000,2000034,Middle Africa,"87,720","80,061","77,009","78,157","84,800","89,009","84,971","76,376","63,010","48,864","40,325","33,603","25,081","16,582","8,773","9,735","904,076"
2000,2000035,Angola,892,"1,282","1,847","2,161","2,578","2,921","2,700","2,065","1,535","1,206","1,055",907,723,612,490,393,"23,367"
2000,2000036,Cameroon,"6,293","5,206","6,517","8,189","11,577","13,379","14,111","13,161","11,356","9,385","7,259","6,176","4,670","3,881","2,108","1,362","124,630"
2000,2000037,Central African Republic,"8,629","5,627","3,791","4,327","5,439","6,480","6,813","6,179","4,856","3,932","2,742","2,355","1,559","1,178",967,762,"65,636"
2000,2000038,Chad,"7,689","5,961","5,081","5,297","6,179","5,121","4,662","4,934","4,216","1,415","2,140","1,103","1,255",399,460,551,"56,463"
2000,2000039,Congo,"15,594","11,170","10,129","10,689","13,348","16,969","17,215","15,701","11,860","8,580","6,482","5,433","4,275","2,611","1,045","1,565","152,666"
2000,2000040,Democratic Republic of the Congo,"39,078","41,892","40,798","38,574","35,498","32,347","27,391","22,970","19,295","16,378","14,486","13,154","9,390","6,468","3,108","4,265","365,092"
2000,2000041,Equatorial Guinea,138,95,86,114,188,277,321,320,253,185,129,98,79,55,24,32,"2,394"
2000,2000042,Gabon,"9,346","8,764","8,655","8,658","9,832","11,394","11,676","10,956","9,460","7,475","5,703","4,134","2,984","1,292",518,769,"111,616"
2000,2000043,Sao Tome and Principe,61,64,105,148,161,121,82,90,179,308,329,243,146,86,53,36,"2,212"
2000,2000044,Northern Africa,"83,580","81,703","80,730","81,921","95,984","101,720","102,533","94,601","79,886","65,092","51,147","41,523","36,515","23,744","16,279","11,996","1,048,954"
2000,2000045,Algeria,"8,619","7,756","7,382","8,097","10,755","13,439","14,384","13,336","11,042","10,388","9,037","7,029","5,299","4,246","2,909","3,440","137,158"
2000,2000046,Egypt,"4,267","4,404","4,627","7,038","14,686","10,970","10,327","8,818","7,378","5,600","4,272","3,013","2,925","1,892","1,062",926,"92,205"
2000,2000047,Libya,"20,372","17,633","17,520","22,684","32,494","43,539","49,128","47,560","38,841","28,958","20,050","13,766","9,458","3,202","2,128","1,617","368,950"
2000,2000048,Morocco,"1,994","1,829","1,771","1,969","2,146","2,122","2,112","2,160","2,153","2,034","1,819","1,513","1,104",788,817,902,"27,233"
2000,2000049,Sudan,"47,380","49,085","48,347","40,880","34,286","29,701","24,372","20,434","18,383","16,391","14,593","15,183","17,146","13,188","9,023","4,656","403,048"
2000,2000050,Tunisia,864,908,"1,001","1,153","1,485","1,789","2,013","2,067","1,881","1,549","1,253",925,518,381,305,431,"18,523"
2000,2000051,Western Sahara,84,88,82,100,132,160,197,226,208,172,123,94,65,47,35,24,"1,837"
2000,2000052,Southern Africa,"14,902","20,055","25,495","44,504","77,483","90,793","86,850","77,549","66,385","55,689","45,387","35,212","28,487","23,355","12,108","17,560","721,814"
2000,2000053,Botswana,"2,188","2,142","1,997","1,691","2,678","4,298","4,643","3,900","3,073","2,346","1,661",955,573,297,180,269,"32,891"
2000,2000054,Lesotho,294,252,290,310,358,390,403,338,255,178,104,74,40,20,16,13,"3,335"
2000,2000055,Namibia,"3,945","5,212","5,236","5,647","10,679","6,718","5,195","5,204","4,390","4,205","3,706","2,868","2,557","2,395","2,076","2,476","72,509"
2000,2000056,South Africa,"7,792","11,794","17,279","35,807","62,350","77,872","75,227","66,806","57,615","48,069","39,220","30,811","24,903","20,344","9,641","14,502","600,032"
2000,2000057,Swaziland,683,655,693,"1,049","1,418","1,515","1,382","1,301","1,052",891,696,504,414,299,195,300,"13,047"
2000,2000058,Western Africa,"209,118","226,524","216,709","244,479","309,687","335,007","294,014","241,074","186,564","145,350","104,197","74,105","53,679","29,014","16,359","14,835","2,700,930"
2000,2000059,Benin,"8,516","6,703","4,920","6,256","9,384","10,205","7,847","5,994","4,183","2,592","1,890",962,895,406,400,471,"71,624"
2000,2000060,Burkina Faso,"19,173","52,186","47,196","41,078","27,905","20,163","13,919","9,493","6,079","4,066","2,925","1,992","1,616",990,770,848,"250,399"
2000,2000061,Cabo Verde,142,283,313,434,731,916,"1,025",747,553,289,98,82,66,37,15,22,"5,753"
2000,2000062,Côte d'Ivoire,"29,470","30,503","26,711","72,507","152,708","183,106","158,434","128,832","97,830","82,172","55,096","38,627","28,958","13,834","4,857",955,"1,104,600"
2000,2000063,Gambia,"8,961","7,505","6,233","8,841","11,304","13,925","11,390","7,017","5,632","4,829","4,136","2,611","2,090","1,098",628,938,"97,138"
2000,2000064,Ghana,"14,493","14,782","12,579","10,695","7,421","6,483","5,506","4,506","4,475","3,700","2,907","2,303","2,267","1,849","1,658","1,655","97,279"
2000,2000065,Guinea,"28,335","33,077","39,298","33,375","28,120","24,452","20,748","17,111","14,253","11,662","9,978","9,114","4,121","2,196","1,506","1,762","279,108"
2000,2000066,Guinea-Bissau,"1,506","1,349","1,003",884,797,827,795,764,615,475,322,258,228,160,80,92,"10,155"
2000,2000067,Liberia,"6,802","7,816","6,291","6,480","9,302","10,451","9,329","7,905","5,861","4,203","2,760","1,818","1,255",708,547,601,"82,129"
2000,2000068,Mali,"6,860","15,378","17,400","13,972","9,507","7,606","6,299","4,942","3,897","2,679","2,244","1,622","1,528","1,015",944,"1,859","97,752"
2000,2000069,Mauritania,"3,335","3,132","2,368","2,081","2,496","3,471","3,939","3,330","2,357","1,570","1,072",779,530,337,203,163,"31,163"
2000,2000070,Niger,"7,917","6,129","5,118","5,220","6,456","5,232","4,793","5,224","4,523","1,433","2,187","1,102","1,381",436,485,556,"58,192"
2000,2000071,Nigeria,"55,942","26,538","23,372","17,450","16,345","21,813","26,921","25,586","19,519","13,453","8,908","5,865","3,624","2,253","1,443","1,179","270,211"
2000,2000072,Saint Helena,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,215
2000,2000073,Senegal,"5,883","8,407","11,136","13,071","14,161","12,897","10,907","9,287","8,998","6,541","5,666","4,247","3,141","2,632","2,036","2,482","121,492"
2000,2000074,Sierra Leone,"4,258","4,901","4,417","4,474","6,310","7,013","6,231","5,267","3,900","2,795","1,838","1,213",840,404,370,408,"54,639"
2000,2000075,Togo,"7,525","7,835","8,354","7,661","6,740","6,447","5,931","5,069","3,889","2,891","2,170","1,510","1,139",659,417,844,"69,081"
2000,2000076,ASIA,"1,090,732","1,100,137","1,172,533","1,320,061","1,979,552","2,726,489","2,989,582","2,994,725","2,548,846","2,035,218","1,628,951","1,251,538","971,827","756,408","629,338","1,272,810","26,468,747"
2000,2000077,Central Asia,"41,749","77,478","89,675","105,664","130,298","148,616","157,534","185,571","211,499","231,753","217,744","194,742","176,368","135,818","97,620","113,754","2,315,883"
2000,2000078,Kazakhstan,"23,961","43,617","50,094","60,611","77,614","90,274","95,299","111,797","129,856","145,538","136,070","119,262","105,449","66,343","26,430","39,640","1,321,855"
2000,2000079,Kyrgyzstan,"2,579","6,671","8,142","8,965","9,683","9,941","10,820","14,064","15,103","14,405","12,190","12,024","11,018","10,447","9,707","7,056","162,815"
2000,2000080,Tajikistan,"2,583","3,191","4,471","5,354","6,337","7,324","7,888","9,052","10,633","12,060","12,348","11,112","9,764","9,187","9,625","10,491","131,420"
2000,2000081,Turkmenistan,"1,699","3,230","3,629","4,136","4,935","5,528","5,858","6,817","7,523","8,041","7,689","7,044","6,746","6,707","6,978","7,608","94,168"
2000,2000082,Uzbekistan,"10,927","20,769","23,339","26,598","31,729","35,549","37,669","43,841","48,384","51,709","49,447","45,300","43,391","43,134","44,880","48,959","605,625"
2000,2000083,Eastern Asia,"67,047","80,855","103,005","116,641","174,405","227,137","228,677","221,860","234,147","212,764","206,116","164,027","145,813","132,286","106,453","130,322","2,551,555"
2000,2000084,China,"15,298","14,001","13,316","14,203","18,737","22,113","24,738","25,751","23,464","19,467","16,115","13,749","11,524","8,644","5,186","7,776","254,082"
2000,2000085,"China, Hong Kong SAR","12,590","31,906","49,405","41,816","41,679","59,031","62,726","73,662","117,116","114,859","125,963","105,878","103,097","102,333","84,640","98,928","1,225,629"
2000,2000086,"China, Macao SAR",757,"1,737","3,986","4,266","6,312","8,681","9,347","13,295","16,555","14,011","9,875","5,659","4,164","3,566","3,235","3,945","109,391"
2000,2000087,Dem. People's Republic of Korea,965,800,820,921,"1,226","1,490","1,757","1,904","1,786","1,505","1,245","1,042",865,590,393,422,"17,731"
2000,2000088,Japan,"35,888","31,086","33,095","44,138","81,326","106,736","105,469","91,184","64,864","53,999","45,961","33,173","23,649","15,813","12,158","18,438","796,977"
2000,2000089,Mongolia,105,117,103,133,408,495,520,639,699,592,363,217,93,42,27,11,"4,564"
2000,2000090,Republic of Korea,"1,444","1,208","2,280","11,164","24,717","28,591","24,120","15,425","9,663","8,331","6,594","4,309","2,421","1,298",814,802,"143,181"
2000,2000091,Southern Asia,"175,321","187,866","267,739","369,967","565,180","688,011","767,842","895,478","794,074","669,223","566,760","467,917","353,848","288,234","254,450","783,666","8,095,576"
2000,2000092,Afghanistan,"2,549","2,782","2,970","3,420","4,096","4,550","4,621","4,420","3,752","2,961","2,286","1,813","1,300",665,267,396,"42,848"
2000,2000093,Bangladesh,"48,938","31,214","24,450","23,836","46,255","75,168","88,679","76,290","43,137","26,146","15,711","11,172","7,238","5,517","4,877","3,279","531,907"
2000,2000094,Bhutan,554,773,643,"1,126","2,439","5,748","4,388","3,067","2,463","1,664","1,161",826,465,381,290,212,"26,200"
2000,2000095,India,"18,118","29,053","60,697","79,477","156,401","154,233","183,626","330,806","326,762","295,410","255,549","223,250","171,298","161,131","172,856","684,893","3,303,560"
2000,2000096,Iran (Islamic Republic of),"82,355","86,578","113,017","148,687","198,476","227,265","215,770","180,411","126,559","85,029","58,459","52,130","38,358","24,585","9,835","14,750","1,662,264"
2000,2000097,Maldives,861,811,793,766,"1,167","1,616","1,781","1,726","1,540","1,173",893,642,464,283,155,236,"14,907"
2000,2000098,Nepal,"7,600","13,937","19,320","22,807","25,842","27,685","26,018","24,442","18,343","15,516","11,318","8,812","7,499","5,834","3,148","3,838","241,959"
2000,2000099,Pakistan,"13,836","22,213","45,395","89,539","130,194","191,340","242,314","273,348","270,087","239,256","218,783","166,396","124,407","87,392","61,053","74,407","2,249,960"
2000,2000100,Sri Lanka,510,505,454,309,310,406,645,968,"1,431","2,068","2,600","2,876","2,819","2,446","1,969","1,655","21,971"
2000,2000101,South-Eastern Asia,"119,941","133,600","158,281","210,679","297,335","333,085","291,722","243,065","185,961","136,903","104,779","82,681","62,861","41,698","38,854","63,164","2,504,609"
2000,2000102,Brunei Darussalam,"2,622","2,638","1,725","2,397","3,800","6,202","8,323","8,185","6,684","4,618","2,693","1,399",962,672,350,537,"53,807"
2000,2000103,Cambodia,"2,038","12,981","15,531","9,346","5,785","5,208","4,376","4,304","3,966","2,650","1,582","1,180",863,914,366,548,"71,638"
2000,2000104,Indonesia,"11,792","13,793","15,417","15,224","14,975","15,086","14,132","11,982","10,364","8,004","7,090","5,108","3,816","2,500","1,627","2,405","153,315"
2000,2000105,Lao People's Democratic Republic,514,609,760,961,"1,219","1,362","1,350","1,224","1,009",786,602,428,349,241,47,103,"11,564"
2000,2000106,Malaysia,"48,589","42,450","30,689","43,820","102,100","133,157","106,258","79,063","50,857","28,203","17,262","9,446","7,275","4,491","3,499","5,753","712,912"
2000,2000107,Myanmar,"2,513","2,968","3,604","4,489","5,132","5,696","5,645","5,101","4,221","3,459","2,720","2,331","1,870","1,011",554,836,"52,150"
2000,2000108,Philippines,"13,453","9,923","7,861","9,773","13,417","15,670","16,165","15,138","12,888","11,368","8,348","7,750","5,547","4,314","3,502","6,787","161,904"
2000,2000109,Singapore,"14,635","20,316","31,839","38,167","46,329","56,263","61,573","62,267","54,585","47,801","41,939","36,496","28,058","15,036","14,954","31,413","601,671"
2000,2000110,Thailand,"20,920","25,515","48,214","83,200","100,486","90,025","69,605","52,146","38,590","27,864","20,911","17,221","13,164","11,773","13,611","14,483","647,728"
2000,2000111,Timor-Leste,544,375,307,270,364,460,547,587,537,416,277,177,127,55,23,29,"5,095"
2000,2000112,Viet Nam,"2,321","2,032","2,334","3,032","3,728","3,956","3,748","3,068","2,260","1,734","1,355","1,145",830,691,321,270,"32,825"
2000,2000113,Western Asia,"686,674","620,338","553,833","517,110","812,334","1,329,640","1,543,807","1,448,751","1,123,165","784,575","533,552","342,171","232,937","158,372","131,961","181,904","11,001,124"
2000,2000114,Armenia,"17,692","22,470","24,663","23,416","19,147","16,389","17,361","22,002","21,476","17,355","12,732","13,468","13,204","11,490","10,207","7,098","270,170"
2000,2000115,Azerbaijan,"4,863","5,740","5,744","7,847","11,211","12,221","11,084","10,464","10,606","11,279","11,475","10,518","8,993","7,573","6,951","4,592","141,161"
2000,2000116,Bahrain,"8,068","7,347","6,462","7,699","12,002","15,676","20,116","22,786","21,555","17,102","10,232","6,598","4,171","2,636","1,706","1,188","165,344"
2000,2000117,Cyprus,901,"1,689","2,745","3,090","4,179","4,082","3,679","3,132","2,644","2,178","1,669","1,354","1,253",943,596,611,"34,745"
2000,2000118,Georgia,"1,255","1,870","1,469","1,681","1,881","1,674","1,482","1,694","2,034","2,487","2,382","3,027","2,623","2,222","2,588","2,952","33,321"
2000,2000119,Iraq,"2,072","5,587","7,933","12,723","16,456","18,346","16,409","12,849","8,615","6,162","4,484","3,747","2,590","1,247",499,745,"120,464"
2000,2000120,Israel,"10,275","21,697","29,573","38,950","43,068","43,043","46,971","51,256","59,803","70,680","75,522","72,622","68,808","60,785","60,945","99,714","853,712"
2000,2000121,Jordan,"162,129","124,238","91,979","76,756","85,042","78,252","71,550","64,698","55,843","43,674","34,689","30,782","24,277","16,098","10,809","12,161","982,977"
2000,2000122,Kuwait,"60,463","51,527","49,791","43,690","68,495","99,840","108,670","86,976","75,455","41,221","33,112","16,867","10,833","8,422","2,192","3,958","761,512"
2000,2000123,Lebanon,"57,246","33,513","28,314","25,579","30,790","31,885","30,917","28,827","24,540","18,608","13,715","11,338","7,787","3,780","2,669","3,797","353,305"
2000,2000124,Oman,"18,017","15,726","12,344","7,843","29,116","76,090","90,688","80,001","68,401","46,508","26,807","10,052","4,096","1,318",737,645,"488,389"
2000,2000125,Qatar,"11,148","10,555","8,413","7,769","21,836","38,516","44,386","46,196","37,231","24,257","13,777","6,508","2,201",717,489,243,"274,242"
2000,2000126,Saudi Arabia,"185,644","171,797","138,832","116,064","201,784","475,770","641,136","596,511","425,445","272,906","160,078","73,042","31,591","10,684","8,301","8,183","3,517,768"
2000,2000127,State of Palestine,"6,146","12,100","14,571","16,318","14,747","11,089","7,306","4,816","3,690","3,818","5,417","5,972","5,298","4,624","3,850","4,793","124,555"
2000,2000128,Syrian Arab Republic,"24,337","23,118","19,249","14,394","17,072","36,967","63,438","75,253","64,756","44,229","24,015","11,566","4,929","2,044",835,431,"426,633"
2000,2000129,Turkey,"30,036","27,398","38,828","48,834","58,505","62,944","63,900","56,905","38,352","30,880","30,691","32,903","29,980","20,011","16,694","29,146","616,007"
2000,2000130,United Arab Emirates,"77,106","77,100","66,788","57,384","167,285","298,968","297,702","277,752","196,583","126,509","69,275","29,868","9,051","3,203","1,409","1,161","1,757,144"
2000,2000131,Yemen,"9,276","6,866","6,135","7,073","9,718","7,888","7,012","6,633","6,136","4,722","3,480","1,939","1,252",575,484,486,"79,675"
2000,2000132,EUROPE,"386,722","669,839","1,092,353","1,505,197","1,923,027","2,401,408","2,711,540","2,820,642","2,781,603","2,448,452","2,133,764","1,763,576","1,495,277","1,073,327","875,888","1,175,182","27,258,176"
2000,2000133,Eastern Europe,"86,069","176,952","415,268","613,272","676,516","748,999","835,508","923,668","1,021,749","924,334","815,207","706,301","580,367","381,159","319,476","475,780","9,700,625"
2000,2000134,Belarus,"15,212","14,747","21,216","25,492","28,782","35,454","46,811","58,729","55,500","48,282","39,096","33,037","25,001","22,120","22,650","22,464","514,593"
2000,2000135,Bulgaria,419,685,857,"1,348","2,594","1,460","1,388","1,596","1,330",793,578,481,"1,034","1,151","1,107","1,417","18,238"
2000,2000136,Czechia,624,"1,607","2,430","2,943","4,420","6,629","8,934","10,074","10,330","10,245","9,731","12,251","11,762","9,828","8,427","8,992","119,227"
2000,2000137,Hungary,"1,193","2,626","5,641","6,406","8,069","10,293","13,748","9,581","9,253","8,003","7,099","14,671","9,157","7,785","7,718","16,976","138,219"
2000,2000138,Poland,"3,971","5,996","6,510","4,824","4,602","4,798","5,760","6,223","7,686","12,245","12,767","52,436","57,702","41,235","37,232","74,336","338,323"
2000,2000139,Republic of Moldova,"6,052","3,406","2,245","4,334","6,171","6,233","5,795","6,226","8,300","10,906","12,159","10,459","7,384","5,423","4,834","9,202","109,129"
2000,2000140,Romania,"1,041","1,495","1,462","2,867","4,354","3,696","3,831","3,669","3,292","2,402","1,855","4,203","6,620","5,733","5,288","8,620","60,428"
2000,2000141,Russian Federation,"44,076","112,538","304,865","417,183","470,506","526,137","578,314","614,611","670,908","585,511","494,320","372,904","297,381","159,587","127,074","206,936","5,982,851"
2000,2000142,Slovakia,277,664,"1,700","1,972","2,070","2,579","3,334","4,275","4,632","5,376","6,764","4,555","3,689","2,867","2,624","3,875","51,253"
2000,2000143,Ukraine,"13,204","33,188","68,342","145,903","144,948","151,720","167,593","208,684","250,518","240,571","230,838","201,304","160,637","125,430","102,522","122,962","2,368,364"
2000,2000144,Northern Europe,"61,913","105,080","142,008","182,779","260,587","339,843","376,311","381,213","366,144","319,441","272,086","220,650","212,406","170,871","135,622","164,225","3,711,179"
2000,2000145,Channel Islands,290,536,702,971,"1,871","2,733","3,235","3,129","3,052","3,142","3,017","2,530","1,616","1,065",918,"1,427","30,234"
2000,2000146,Denmark,"3,777","7,855","10,425","11,532","15,462","19,540","23,228","22,441","17,703","13,090","10,943","8,542","5,275","4,284","2,661","3,219","179,977"
2000,2000147,Estonia,200,443,"1,040","2,034","2,841","3,443","4,770","8,235","11,632","11,707","10,493","8,953","13,007","8,818","7,911","5,317","100,844"
2000,2000148,Faeroe Islands,179,172,145,114,130,176,195,188,135,127,134,114,38,33,15,26,"1,921"
2000,2000149,Finland,"1,301","2,916","5,530","6,361","6,925","8,494","8,971","7,485","5,536","4,095","3,075","2,063","1,610","1,080",837,"1,190","67,469"
2000,2000150,Iceland,454,370,401,494,636,781,848,819,696,559,420,302,209,101,64,53,"7,207"
2000,2000151,Ireland,"6,012","10,354","11,142","8,113","14,785","21,353","24,596","21,046","15,768","10,067","8,242","6,688","5,154","3,625","2,756","3,258","172,959"
2000,2000152,Isle of Man,213,520,724,814,960,"1,230","1,486","1,659","1,628","1,760","1,536","1,483","1,140","1,110",781,"1,681","18,725"
2000,2000153,Latvia,726,"1,089","2,192","3,552","4,622","6,316","9,179","14,111","18,438","20,455","20,540","19,000","16,842","13,844","13,637","13,089","177,632"
2000,2000154,Lithuania,323,663,"1,281","2,441","3,296","3,878","5,515","9,395","13,574","14,130","11,326","8,308","8,617","8,363","6,323","3,113","100,546"
2000,2000155,Norway,"3,421","6,405","7,914","9,076","11,657","15,461","18,218","18,365","14,950","11,596","9,185","7,114","3,914","3,486","1,843","2,221","144,826"
2000,2000156,Sweden,"4,671","11,526","22,390","27,369","27,842","35,880","45,909","53,271","48,722","42,949","41,068","34,377","29,564","21,130","15,921","17,622","480,211"
2000,2000157,United Kingdom,"40,346","62,231","78,122","109,908","169,560","220,558","230,161","221,069","214,310","185,764","152,107","121,176","125,420","103,932","81,955","112,009","2,228,628"
2000,2000158,Southern Europe,"69,237","129,360","173,275","209,989","315,181","455,412","488,499","436,044","333,664","252,491","183,811","130,771","116,884","92,531","90,655","132,725","3,610,908"
2000,2000159,Albania,"3,883","3,841","3,371","2,824","2,520","3,070","2,906","3,207","2,839","1,912","1,315",946,762,722,871,"1,001","35,990"
2000,2000160,Andorra,141,333,563,683,"1,050","1,738","2,490","2,757","2,605","2,107","1,875","1,411","1,060",949,874,"1,456","22,092"
2000,2000161,Bosnia and Herzegovina,"2,251","2,218","2,032","2,336","3,636","4,247","3,881","3,345","2,941","2,684","2,373","2,130","1,734","1,561","1,311","1,011","39,691"
