Year,"Sort
order","Major area, region, country or area of destination",0-4,5-9,10-14, 15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+,Total
2005,2005134,Belarus,"16,312","17,223","27,130","43,502","62,375","70,449","83,085","100,145","108,365","115,005","101,897","87,582","71,537","59,800","54,048","88,527","1,106,982"
2005,2005135,Bulgaria,"2,129","2,280","1,901","3,021","5,486","4,224","3,933","4,543","4,548","4,572","4,496","3,460","3,713","3,219","3,788","5,761","61,074"
2005,2005136,Czechia,"2,749","4,559","5,628","9,149","20,552","35,159","40,846","38,934","34,995","30,193","26,763","20,368","16,911","12,793","9,778","13,163","322,540"
2005,2005137,Hungary,"5,110","7,602","10,831","14,218","25,250","29,929","34,785","31,766","30,381","23,541","22,113","27,191","22,283","21,721","19,322","40,744","366,787"
2005,2005138,Poland,"33,759","18,598","15,014","13,625","11,138","10,132","12,004","12,254","12,577","16,066","18,563","64,353","75,771","115,648","94,164","198,843","722,509"
2005,2005139,Republic of Moldova,"9,951","6,789","2,171","3,787","7,829","8,869","8,252","8,175","10,164","15,104","18,806","19,869","14,589","10,898","12,957","15,747","173,957"
2005,2005140,Romania,"12,598","4,090","3,085","5,424","7,871","7,709","7,134","6,538","5,749","4,527","3,616","7,142","12,444","14,762","13,368","29,105","145,162"
2005,2005141,Russian Federation,"68,485","157,352","405,114","664,020","886,793","984,551","1,049,244","1,108,778","1,181,754","1,161,037","1,070,766","881,184","717,115","413,490","345,017","572,888","11,667,588"
2005,2005142,Slovakia,"6,067","2,890","2,690","2,976","4,438","5,615","7,392","8,783","9,864","11,246","13,327","11,581","13,054","11,277","7,610","11,681","130,491"
2005,2005143,Ukraine,"23,917","60,044","124,858","271,214","276,798","297,439","335,874","425,592","516,623","501,970","481,565","426,944","349,922","307,543","279,492","370,507","5,050,302"
2005,2005144,Northern Europe,"151,639","269,796","338,170","419,611","724,765","1,030,275","1,063,013","960,752","883,863","772,755","674,897","548,278","471,020","393,125","352,629","534,226","9,588,814"
2005,2005145,Channel Islands,578,"1,164","1,719","2,772","4,537","6,278","7,314","7,384","7,171","6,961","6,511","5,680","4,652","2,261","2,058","3,901","70,941"
2005,2005146,Denmark,"8,077","14,534","19,621","25,528","43,115","51,283","51,034","48,295","43,351","35,986","28,323","21,379","16,214","12,448","8,384","12,811","440,383"
2005,2005147,Estonia,991,"1,218","1,611","2,831","4,924","6,827","9,203","13,837","19,247","23,406","25,246","23,319","27,073","21,228","24,194","28,546","233,701"
2005,2005148,Faeroe Islands,302,670,437,289,235,287,407,432,400,276,231,229,175,86,56,71,"4,583"
2005,2005149,Finland,"3,560","7,596","10,340","12,575","18,691","24,921","25,657","22,134","18,372","14,142","10,528","7,336","5,144","3,279","2,872","5,022","192,169"
2005,2005150,Iceland,"1,015","1,362","1,461","1,633","2,674","3,576","3,252","2,752","2,140","1,731","1,314",867,576,356,298,485,"25,492"
2005,2005151,Ireland,"20,372","34,320","37,567","28,088","54,219","73,546","81,052","69,656","52,243","33,428","27,570","22,899","17,646","12,432","9,759","14,249","589,046"
2005,2005152,Isle of Man,424,"1,055","1,488","1,700","2,072","2,687","3,206","3,564","3,514","3,762","3,258","3,168","2,617","2,562","1,923","4,475","41,475"
2005,2005153,Latvia,"1,196","1,835","3,711","6,056","8,067","11,330","16,942","26,602","35,239","39,938","40,813","38,902","36,133","32,582","34,900","42,479","376,725"
2005,2005154,Lithuania,"2,718","3,071","1,990","2,511","4,008","6,567","8,805","10,194","15,986","21,869","26,356","23,331","18,967","14,680","20,309","19,847","201,209"
2005,2005155,Norway,"7,900","14,509","17,556","20,454","28,962","42,873","45,996","43,281","37,039","30,102","22,592","16,581","11,557","8,455","5,129","8,158","361,144"
2005,2005156,Sweden,"11,792","27,084","41,896","52,550","72,859","101,455","109,524","109,573","105,027","98,773","90,375","74,771","63,682","54,694","41,762","69,973","1,125,790"
2005,2005157,United Kingdom,"92,714","161,378","198,773","262,624","480,402","698,645","700,621","603,048","544,134","462,381","391,780","309,816","266,584","228,062","200,985","324,209","5,926,156"
2005,2005158,Southern Europe,"165,524","353,088","508,307","638,987","951,299","1,382,573","1,586,968","1,500,606","1,246,804","959,877","704,496","516,340","416,764","331,778","292,037","418,093","11,974,334"
2005,2005159,Albania,"9,396","8,984","7,438","5,810","5,672","4,190","3,873","3,331","2,786","2,070","1,744","1,371","1,141","1,466","2,045","3,422","64,739"
2005,2005160,Andorra,555,976,"1,152","1,486","2,789","4,831","5,450","5,540","5,540","4,978","3,903","3,376","2,551","1,888","1,645","3,638","50,298"
2005,2005161,Bosnia and Herzegovina,"2,313","2,334","2,272","2,225","2,923","4,491","5,255","4,735","3,946","3,387","3,012","2,650","2,357","1,996","1,810","1,566","47,272"
2005,2005162,Croatia,"3,140","9,160","17,170","22,536","29,092","35,248","42,918","52,900","55,136","56,560","53,070","45,956","46,262","37,566","33,786","38,773","579,273"
2005,2005163,Gibraltar,741,683,589,474,644,875,"1,000",988,860,690,577,442,309,154,77,108,"9,211"
2005,2005164,Greece,"14,658","32,693","50,550","73,944","118,040","151,550","152,819","144,003","118,830","89,901","66,167","45,533","33,044","23,782","21,155","54,038","1,190,707"
2005,2005165,Holy See,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,798
2005,2005166,Italy,"52,163","117,599","170,035","220,353","287,712","451,018","571,944","560,927","467,403","334,991","218,515","142,638","103,646","86,336","67,553","101,952","3,954,785"
2005,2005167,Malta,358,704,"1,024","1,589","1,855","2,403","2,958","3,026","2,347","1,749","1,280","1,370","1,278",948,693,978,"24,560"
2005,2005168,Montenegro,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2005,2005169,Portugal,"14,701","26,052","38,003","55,478","87,133","111,477","110,726","93,723","68,934","49,190","33,396","21,797","17,096","13,911","13,834","15,733","771,184"
2005,2005170,San Marino,115,153,170,208,397,563,673,590,500,345,202,115,58,47,29,53,"4,218"
2005,2005171,Serbia,"3,356","9,402","18,318","27,888","39,369","47,640","53,175","63,129","68,632","79,104","79,417","73,729","69,884","51,500","66,730","93,847","845,120"
2005,2005172,Slovenia,"1,926","3,359","4,636","6,212","10,328","16,305","20,688","21,224","19,269","20,115","20,457","16,641","11,194","9,341","6,509","9,072","197,276"
2005,2005173,Spain,"56,559","136,058","193,214","218,129","362,266","546,733","608,759","538,604","422,770","305,438","210,542","147,473","114,347","90,935","67,139","88,260","4,107,226"
2005,2005174,TFYR Macedonia,"5,543","4,931","3,736","2,655","3,079","5,249","6,730","7,886","9,851","11,359","12,214","13,249","13,597","11,908","9,032","6,648","127,667"
2005,2005175,Western Europe,"289,359","471,788","634,214","971,645","1,433,303","1,878,902","2,133,995","2,194,733","2,189,721","2,015,311","1,867,905","1,630,791","1,272,506","956,018","775,052","1,175,497","21,890,740"
2005,2005176,Austria,"15,515","20,855","28,110","44,437","73,537","106,383","116,897","120,104","115,026","104,284","91,162","75,411","67,273","52,464","42,992","61,820","1,136,270"
2005,2005177,Belgium,"43,493","41,064","38,122","41,181","59,118","85,928","93,989","90,370","80,629","68,862","58,118","47,208","40,704","31,412","25,425","36,408","882,031"
2005,2005178,France,"74,543","139,719","165,116","225,022","337,005","448,855","524,882","565,266","602,403","650,252","657,763","614,943","483,912","366,970","303,789","577,160","6,737,600"
2005,2005179,Germany,"67,825","151,929","264,067","493,770","708,100","873,594","983,020","1,005,628","1,014,672","855,507","777,734","674,639","502,814","374,334","297,064","357,750","9,402,447"
2005,2005180,Liechtenstein,"1,587",935,898,"1,079","1,419","1,574","1,547","1,558","1,550","1,517","1,390","1,146",896,712,566,524,"18,898"
2005,2005181,Luxembourg,"2,420","4,628","6,281","6,431","9,188","15,275","17,679","17,268","15,791","13,843","12,546","8,992","6,647","4,357","3,346","5,926","150,618"
2005,2005182,Monaco,365,610,546,605,599,754,"1,080","1,576","1,797","1,886","1,754","1,832","1,894","1,642","1,370","3,002","21,312"
2005,2005183,Netherlands,"21,804","39,743","57,225","79,285","128,182","179,363","196,578","201,357","183,026","158,289","132,536","102,302","84,627","63,007","48,175","60,628","1,736,127"
2005,2005184,Switzerland,"61,807","72,305","73,849","79,835","116,155","167,176","198,323","191,606","174,827","160,871","134,902","104,318","83,739","61,120","52,325","72,279","1,805,437"
2005,2005185,LATIN AMERICA AND THE CARIBBEAN,"338,335","380,143","415,819","416,293","539,452","609,556","612,954","583,768","537,732","496,029","484,300","407,657","355,527","304,500","271,355","484,056","7,237,476"
2005,2005186,Caribbean,"60,036","65,880","76,946","97,466","143,847","154,717","143,473","122,979","107,619","91,339","76,566","51,139","42,247","33,638","26,903","38,323","1,333,118"
2005,2005187,Anguilla,355,315,274,291,389,477,534,530,446,335,237,177,142,64,55,63,"4,684"
2005,2005188,Antigua and Barbuda,"1,345","1,113","1,500","1,877","2,151","2,565","2,829","2,824","2,524","1,937","1,349",909,678,430,278,432,"24,741"
2005,2005189,Aruba,585,949,"1,545","1,884","2,613","3,209","3,739","4,133","3,916","3,019","2,182","1,491",932,760,582,"1,001","32,540"
2005,2005190,Bahamas,"1,600",915,"1,060","2,017","3,397","4,726","5,645","5,921","5,225","3,249","3,031","2,426","2,106","1,769",956,"1,552","45,595"
2005,2005191,Barbados,"1,214","1,261","1,363","1,897","2,452","2,780","3,020","3,060","2,725","2,549","2,111","1,774","1,322","1,118",829,"1,149","30,624"
2005,2005192,British Virgin Islands,588,619,722,865,"1,061","1,393","1,549","1,798","1,765","1,431","1,045",803,577,344,203,253,"15,016"
2005,2005193,Caribbean Netherlands,"1,639","1,598","3,234","3,717","2,790","3,321","4,195","4,971","5,589","5,412","4,020","3,358","1,981","1,455",942,883,"49,105"
2005,2005194,Cayman Islands,709,920,979,"1,277","1,834","2,151","2,365","2,348","2,344","1,845","1,468","1,114",859,599,419,424,"21,655"
2005,2005195,Cuba,294,496,455,873,"1,350","1,302","1,113","1,170","1,249","1,188",976,996,970,783,906,"2,902","17,023"
2005,2005196,Curaçao,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2005,2005197,Dominica,536,581,527,496,446,389,330,276,232,186,166,132,121,112,103,111,"4,744"
2005,2005198,Dominican Republic,"25,506","22,481","24,009","34,349","56,748","58,343","42,503","29,329","21,498","15,206","12,451","8,270","7,889","5,576","4,790","7,053","376,001"
2005,2005199,Grenada,598,504,457,700,885,574,439,424,468,421,341,329,239,186,161,176,"6,902"
2005,2005200,Guadeloupe,"3,071","6,195","7,412","7,984","7,068","8,371","9,460","9,369","8,220","6,810","5,260","3,474","2,683","1,571",988,"1,129","89,065"
2005,2005201,Haiti,"2,459","1,613","1,418","1,573","2,012","2,594","3,143","3,367","3,091","2,640","2,167","1,797","1,258",628,313,395,"30,468"
2005,2005202,Jamaica,"2,272","1,940","1,992","1,880","1,515","1,537","1,737","1,964","2,015","1,761","1,170","1,112",799,678,637,"1,305","24,314"
2005,2005203,Martinique,"1,921","3,856","5,394","5,879","4,967","5,114","5,522","5,569","4,784","4,047","3,303","2,334","1,537","1,201",894,712,"57,034"
2005,2005204,Montserrat,107,99,69,70,88,117,128,126,106,95,82,49,31,26,18,33,"1,244"
2005,2005205,Puerto Rico,"8,789","13,576","16,646","21,411","43,217","45,699","43,776","33,706","29,286","27,679","24,958","11,768","10,016","8,310","5,658","7,649","352,144"
2005,2005206,Saint Kitts and Nevis,527,550,609,521,478,607,655,606,513,417,306,234,193,154,133,179,"6,682"
2005,2005207,Saint Lucia,724,780,947,"1,013",820,940,"1,119","1,062",975,762,560,372,385,306,253,450,"11,468"
2005,2005208,Saint Vincent and the Grenadines,439,463,508,473,363,301,314,324,293,242,187,135,99,85,82,87,"4,395"
2005,2005209,Sint Maarten (Dutch part),461,703,861,986,908,919,"1,125","1,231","1,295","1,188",989,789,686,351,190,418,"13,100"
2005,2005210,Trinidad and Tobago,"1,543","1,430","1,550","1,586","1,810","2,027","2,304","2,544","2,667","2,688","2,546","2,376","2,674","3,957","5,239","7,871","44,812"
2005,2005211,Turks and Caicos Islands,"1,022","1,062","1,051","1,060","1,171","1,290","1,357","1,364","1,207",984,621,397,270,107,80,72,"13,115"
2005,2005212,United States Virgin Islands,"1,732","1,861","2,364","2,787","3,314","3,971","4,572","4,963","5,186","5,248","5,040","4,523","3,800","3,068","2,194","2,024","56,647"
2005,2005213,Central America,"149,168","146,519","145,201","112,963","115,580","115,304","113,490","105,122","90,179","73,347","56,730","46,524","34,511","28,158","21,804","31,113","1,385,713"
2005,2005214,Belize,876,"1,285","1,908","3,187","4,389","5,086","5,087","4,477","3,781","3,251","2,511","1,919","1,290",927,706,744,"41,424"
2005,2005215,Costa Rica,"7,972","9,879","16,977","23,309","34,913","43,728","45,412","41,587","34,930","27,903","20,663","16,219","11,376","8,737","6,589","7,981","358,175"
2005,2005216,El Salvador,"1,757","2,308","2,960","4,105","4,700","3,575","2,904","2,936","2,610","2,090","1,455","1,183",886,687,638,"1,225","36,019"
2005,2005217,Guatemala,"3,743","3,493","3,202","3,957","5,625","6,906","7,167","6,599","5,053","3,530","2,406","1,907","1,526",914,548,676,"57,252"
2005,2005218,Honduras,"1,451","1,783","2,271","2,622","2,849","2,930","2,746","2,431","2,066","1,704","1,426","1,231",984,590,354,437,"27,875"
2005,2005219,Mexico,"127,061","119,432","109,346","62,941","51,413","39,129","35,304","32,545","28,365","23,298","18,626","16,788","12,439","11,588","9,548","14,664","712,487"
2005,2005220,Nicaragua,"4,012","4,491","3,739","6,785","2,632","1,777","1,687","1,665","1,660","1,459","1,364","1,023",810,579,453,782,"34,918"
2005,2005221,Panama,"2,296","3,848","4,798","6,057","9,059","12,173","13,183","12,882","11,714","10,112","8,279","6,254","5,200","4,136","2,968","4,604","117,563"
2005,2005222,South America,"129,131","167,744","193,672","205,864","280,025","339,535","355,991","355,667","339,934","331,343","351,004","309,994","278,769","242,704","222,648","414,620","4,518,645"
2005,2005223,Argentina,"18,306","36,138","50,096","59,308","92,437","116,992","129,800","128,610","123,421","121,310","152,056","134,701","118,361","101,372","93,165","197,015","1,673,088"
2005,2005224,Bolivia (Plurinational State of),"12,514","12,135","9,878","8,752","10,271","9,780","8,141","7,629","6,666","5,723","4,643","3,465","2,753","1,949","1,419","2,027","107,745"
2005,2005225,Brazil,"12,510","15,742","15,349","17,066","22,382","27,210","28,573","31,636","34,852","42,761","49,781","50,844","54,104","56,624","58,575","120,573","638,582"
2005,2005226,Chile,"13,258","15,629","20,174","20,054","30,768","34,248","30,820","27,286","20,652","14,131","10,530","8,257","7,203","4,785","4,859","10,730","273,384"
2005,2005227,Colombia,"11,877","9,314","12,281","12,008","10,459","8,543","6,324","6,129","5,520","4,756","4,403","3,876","3,325","2,574","2,210","4,013","107,612"
2005,2005228,Ecuador,"17,643","22,509","19,343","17,238","17,017","17,085","14,934","13,676","10,987","9,376","7,557","5,890","4,598","3,340","2,386","3,825","187,404"
2005,2005229,Falkland Islands (Malvinas),71,67,63,80,102,124,133,127,106,83,65,48,37,22,13,25,"1,166"
2005,2005230,French Guiana,"2,261","4,458","6,719","7,247","7,080","9,200","10,734","10,532","8,544","6,754","4,928","3,014","2,260","1,356",610,771,"86,468"
2005,2005231,Guyana,692,891,"1,143","1,432","1,449","1,220",937,668,504,455,427,400,280,167,83,120,"10,868"
2005,2005232,Paraguay,"6,881","8,775","10,454","12,425","14,847","17,382","17,302","16,304","14,890","12,652","10,350","8,028","6,171","4,617","2,987","4,178","168,243"
2005,2005233,Peru,"5,709","8,097","6,489","4,241","4,684","6,407","5,718","5,467","5,024","4,592","4,182","3,808","3,574","2,950","2,299","4,300","77,541"
2005,2005234,Suriname,"2,717","2,947","3,044","3,115","3,238","3,191","2,968","2,647","2,243","1,896","1,587","1,304","1,068",761,422,516,"33,664"
2005,2005235,Uruguay,"3,067","3,262","3,540","3,555","4,335","4,826","5,335","6,324","6,602","5,476","4,328","4,375","5,166","5,630","5,200","11,297","82,318"
2005,2005236,Venezuela (Bolivarian Republic of),"21,625","27,780","35,099","39,343","60,956","83,327","94,272","98,632","99,923","101,378","96,167","81,984","69,869","56,557","48,420","55,230","1,070,562"
2005,2005237,NORTHERN AMERICA,"478,890","1,181,448","1,800,210","2,606,950","3,258,164","4,502,768","4,811,605","4,845,818","4,355,894","4,043,266","3,360,340","2,583,846","2,237,181","1,638,448","1,391,263","2,267,296","45,363,387"
2005,2005238,Bermuda,479,653,637,687,808,"1,799","2,141","2,225","1,958","1,645","1,328","1,178",898,678,558,604,"18,276"
2005,2005239,Canada,"56,292","124,154","190,194","246,175","313,707","387,617","473,034","553,198","578,910","583,049","546,143","462,298","426,833","353,436","295,401","488,544","6,078,985"
2005,2005240,Greenland,207,254,217,178,276,596,806,711,699,690,635,707,473,151,55,31,"6,686"
2005,2005241,Saint Pierre and Miquelon,56,72,98,88,66,74,96,113,119,114,93,61,31,17,14,35,"1,147"
2005,2005242,United States of America,"421,856","1,056,315","1,609,064","2,359,822","2,943,307","4,112,682","4,335,528","4,289,571","3,774,208","3,457,768","2,812,141","2,119,602","1,808,946","1,284,166","1,095,235","1,778,082","39,258,293"
2005,2005243,OCEANIA,"63,079","139,522","191,117","262,785","379,431","406,816","459,239","525,317","589,429","525,038","536,210","516,887","390,646","331,512","261,603","444,790","6,023,421"
2005,2005244,Australia/New Zealand,"49,561","123,197","173,414","244,449","358,641","380,087","427,304","490,932","558,459","499,009","515,444","500,690","377,823","323,537","256,282","439,153","5,717,982"
2005,2005245,Australia,"35,420","91,330","128,200","191,430","290,020","320,230","361,350","414,060","477,430","429,560","458,300","447,110","335,290","286,370","226,260","385,670","4,878,030"
2005,2005246,New Zealand,"14,141","31,867","45,214","53,019","68,621","59,857","65,954","76,872","81,029","69,449","57,144","53,580","42,533","37,167","30,022","53,483","839,952"
2005,2005247,Melanesia,"4,813","5,704","5,791","5,499","5,747","7,658","9,348","10,741","10,619","9,363","7,971","6,924","5,582","3,360","2,159","2,599","103,878"
2005,2005248,Fiji,784,695,691,780,959,"1,114","1,185","1,150","1,050",912,787,723,581,399,269,356,"12,435"
2005,2005249,New Caledonia,"1,337","2,224","2,409","2,455","2,710","3,982","4,982","6,063","6,067","5,306","4,485","4,146","3,649","2,155","1,465","1,970","55,405"
2005,2005250,Papua New Guinea,"2,269","2,412","2,387","1,985","1,677","1,934","2,431","2,825","2,926","2,692","2,336","1,768","1,142",665,336,182,"29,967"
2005,2005251,Solomon Islands,195,187,149,118,199,363,433,382,306,243,211,172,120,89,53,51,"3,271"
2005,2005252,Vanuatu,228,186,155,161,202,265,317,321,270,210,152,115,90,52,36,40,"2,800"
2005,2005253,Micronesia,"4,973","6,098","7,117","7,836","9,984","12,729","15,234","15,771","13,195","10,573","8,005","5,639","4,377","2,937","2,057","1,865","128,390"
2005,2005254,Guam,"2,250","3,779","4,803","5,080","6,337","7,295","7,997","8,239","6,654","5,676","4,757","3,440","3,027","2,240","1,685","1,484","74,743"
2005,2005255,Kiribati,194,260,307,296,247,233,214,197,173,104,80,66,38,26,17,35,"2,487"
2005,2005256,Marshall Islands,210,162,121,115,197,264,297,284,223,165,125,94,73,39,17,31,"2,417"
2005,2005257,Micronesia (Fed. States of),190,182,166,161,205,289,336,322,288,246,194,137,88,53,28,20,"2,905"
2005,2005258,Nauru,146,142,117,127,142,179,211,229,224,194,152,121,93,72,51,53,"2,253"
2005,2005259,Northern Mariana Islands,"1,817","1,368","1,256","1,725","2,347","3,682","5,283","5,577","4,861","3,658","2,404","1,647",985,477,236,219,"37,542"
2005,2005260,Palau,166,205,347,332,509,787,896,923,772,530,293,134,73,30,23,23,"6,043"
2005,2005261,Polynesia,"3,732","4,523","4,795","5,001","5,059","6,342","7,353","7,873","7,156","6,093","4,790","3,634","2,864","1,678","1,105","1,173","73,171"
2005,2005262,American Samoa,843,"1,115","1,335","1,726","2,187","2,513","2,778","2,821","2,452","2,126","1,515","1,023",770,440,314,275,"24,233"
2005,2005263,Cook Islands,428,283,282,300,322,311,277,239,197,165,130,107,79,62,40,55,"3,277"
2005,2005264,French Polynesia,873,"1,608","1,717","1,599","1,331","2,450","3,308","3,908","3,733","3,170","2,637","2,087","1,676",930,613,646,"32,286"
2005,2005265,Niue,68,66,62,53,44,41,41,36,28,22,17,13,11,8,4,8,522
2005,2005266,Samoa,775,783,771,694,522,356,299,286,269,240,198,168,143,104,70,68,"5,746"
2005,2005267,Tokelau,31,39,42,35,25,19,14,11,8,7,5,4,2,4,3,9,258
2005,2005268,Tonga,546,454,379,345,356,368,368,340,282,217,176,148,120,92,46,64,"4,301"
2005,2005269,Tuvalu,10,9,8,15,16,16,16,16,14,13,10,5,4,4,1,26,183
2005,2005270,Wallis and Futuna Islands,158,166,199,234,256,268,252,216,173,133,102,79,59,34,14,22,"2,365"
2010,2010001,WORLD,"5,956,207","7,210,876","8,494,746","10,982,351","16,845,956","22,411,936","23,634,624","22,681,710","20,473,847","18,208,944","15,430,747","12,676,218","10,521,061","7,799,530","6,398,155","10,290,990","220,019,266"
2010,2010002,More developed regions,"1,403,608","2,805,747","4,053,031","5,871,288","9,163,855","12,352,379","13,206,523","13,120,954","12,815,783","11,964,889","10,463,879","8,780,753","7,451,711","5,489,546","4,560,627","7,178,145","130,683,517"
2010,2010003,Less developed regions,"4,552,599","4,405,129","4,441,715","5,111,063","7,682,101","10,059,557","10,428,101","9,560,756","7,658,064","6,244,055","4,966,868","3,895,465","3,069,350","2,309,984","1,837,528","3,112,845","89,335,749"
2010,2010004,Least developed countries,"751,082","741,454","879,940","987,981","1,069,285","1,073,099","995,984","847,873","692,889","545,325","421,143","323,415","242,838","174,372","113,746","133,771","9,994,197"
2010,2010005,"Less developed regions, excluding least developed countries","3,801,930","3,664,561","3,562,955","4,124,387","6,614,813","8,990,414","9,437,640","8,718,692","6,970,882","5,704,417","4,550,705","3,575,943","2,829,766","2,138,038","1,725,424","2,982,469","79,393,605"
2010,2010006,High-income countries,"2,591,366","3,880,257","4,899,197","6,343,277","10,256,522","14,823,513","16,105,499","15,594,553","14,069,469","12,282,145","10,142,312","8,114,499","6,753,711","4,970,488","4,132,268","6,829,973","141,789,049"
2010,2010007,Middle-income countries,"2,779,847","2,739,276","2,910,191","3,893,550","5,793,023","6,766,934","6,737,260","6,387,484","5,812,108","5,450,802","4,912,799","4,271,119","3,547,762","2,682,967","2,174,616","3,345,024","70,204,762"
2010,2010008,Upper-middle-income countries,"1,308,797","1,377,903","1,508,073","2,266,125","3,621,838","4,197,125","3,947,531","3,649,240","3,233,322","2,990,519","2,750,686","2,403,979","2,012,948","1,421,896","1,157,408","1,857,646","39,705,036"
2010,2010009,Lower-middle-income countries,"1,471,050","1,361,373","1,402,118","1,627,425","2,171,185","2,569,809","2,789,729","2,738,244","2,578,786","2,460,283","2,162,113","1,867,140","1,534,814","1,261,071","1,017,208","1,487,378","30,499,726"
2010,2010010,Low-income countries,"567,937","561,189","647,798","704,232","757,252","774,074","740,475","648,687","548,129","440,058","347,093","270,366","205,419","137,119","85,650","109,728","7,545,206"
2010,2010011,Sub-Saharan Africa,"1,218,662","1,162,413","1,206,756","1,333,454","1,458,736","1,544,609","1,545,640","1,418,720","1,214,509","997,172","783,095","619,447","467,209","318,547","188,551","213,910","15,691,999"
2010,2010012,AFRICA,"1,297,969","1,233,704","1,281,683","1,423,235","1,573,734","1,689,645","1,689,439","1,555,650","1,331,799","1,096,438","861,474","677,334","509,083","344,308","206,785","234,400","17,007,249"
2010,2010013,Eastern Africa,"358,185","373,777","382,507","418,465","445,742","452,442","447,469","399,206","340,552","278,066","223,128","178,552","138,577","90,704","53,623","76,068","4,657,063"
2010,2010014,Burundi,"28,058","16,092","12,702","17,466","18,886","20,616","22,715","22,843","20,064","16,555","12,670","8,856","6,329","4,404","3,256","3,747","235,259"
2010,2010015,Comoros,424,430,635,838,"1,022","1,246","1,358","1,392","1,292","1,128",915,681,492,346,222,197,"12,618"
2010,2010016,Djibouti,"4,297","6,419","8,627","10,741","12,337","12,206","11,227","9,208","7,295","5,475","4,284","3,461","2,722","1,452",726,"1,098","101,575"
2010,2010017,Eritrea,"1,038",963,"1,178","1,502","1,676","1,742","1,649","1,426","1,197",959,788,638,446,233,93,148,"15,676"
2010,2010018,Ethiopia,"31,001","39,627","48,445","56,182","62,195","60,551","56,518","48,378","41,050","33,412","27,606","22,801","19,261","10,342","4,137","6,214","567,720"
2010,2010019,Kenya,"106,944","117,456","103,374","91,806","88,342","81,375","72,117","64,204","50,691","40,342","31,055","27,004","20,697","14,390","8,083","9,079","926,959"
2010,2010020,Madagascar,"1,490","1,546","1,571","1,482","1,406","1,650","2,045","2,163","2,031","1,933","2,042","2,250","2,293","2,055","1,632","1,316","28,905"
2010,2010021,Malawi,"13,973","13,459","13,261","13,625","18,633","22,122","21,724","19,644","16,723","13,812","11,202","9,632","6,762","5,883","4,243","13,024","217,722"
2010,2010022,Mauritius,537,673,859,"1,184","1,703","2,162","3,815","4,162","3,365","2,074","1,431",971,723,476,329,372,"24,836"
2010,2010023,Mayotte,"3,391","3,936","4,655","6,052","7,778","9,163","9,450","8,477","6,680","4,398","2,581","2,023","1,875","1,288",513,497,"72,757"
2010,2010024,Mozambique,"31,986","22,747","16,746","13,730","13,725","21,099","29,556","16,235","12,020","10,037","7,634","5,832","4,698","3,331","2,398","2,838","214,612"
2010,2010025,Réunion,"4,136","9,710","12,531","12,737","9,130","10,431","11,994","12,089","10,635","8,777","7,660","5,045","3,098","1,983","1,278","1,795","123,029"
2010,2010026,Rwanda,"15,537","21,124","35,177","63,051","65,554","53,882","45,895","37,279","29,304","21,994","15,019","10,732","7,066","5,457","4,508","5,208","436,787"
2010,2010027,Seychelles,259,325,239,317,"1,150","1,691","1,859","1,775","1,362",989,635,315,188,125,96,95,"11,420"
2010,2010028,Somalia,"2,923","2,675","1,930","1,772","1,753","2,077","2,264","2,176","1,920","1,543","1,198",794,539,189,116,126,"23,995"
2010,2010029,South Sudan,"24,671","27,558","25,795","27,009","25,351","23,273","19,035","17,202","15,154","12,447","11,991","9,856","7,889","4,693","2,879","3,102","257,905"
2010,2010030,Uganda,"45,644","42,382","41,171","40,629","44,798","47,409","47,604","45,275","40,041","34,965","29,019","24,570","18,599","12,629","5,765","8,660","529,160"
2010,2010031,United Republic of Tanzania,"22,797","19,380","18,021","18,276","21,237","24,933","27,111","28,369","27,470","24,708","19,668","15,007","11,854","10,050","8,484","11,235","308,600"
2010,2010032,Zambia,"6,997","9,795","13,458","14,406","15,384","15,569","14,712","12,915","10,932","9,106","7,635","6,437","4,667","3,415","1,680","2,529","149,637"
2010,2010033,Zimbabwe,"12,082","17,480","22,132","25,660","33,682","39,245","44,821","43,994","41,326","33,412","28,095","21,647","18,379","7,963","3,185","4,788","397,891"
2010,2010034,Middle Africa,"201,648","185,211","180,108","184,637","193,117","199,277","193,256","178,638","158,175","131,146","103,611","82,832","60,767","40,394","22,229","24,933","2,139,979"
2010,2010035,Angola,"3,474","4,672","5,915","7,447","8,420","8,882","8,359","7,101","5,687","4,323","3,359","2,826","2,105","1,477","1,108","1,394","76,549"
2010,2010036,Cameroon,"26,276","18,225","22,007","20,811","20,402","23,443","26,253","26,516","24,151","21,602","17,960","14,245","10,334","7,328","4,552","4,986","289,091"
2010,2010037,Central African Republic,"10,939","7,185","6,850","5,862","6,143","7,573","8,461","8,571","7,817","6,716","5,263","3,967","2,774","2,109","1,436","1,800","93,466"
2010,2010038,Chad,"50,560","47,762","41,311","37,820","38,643","37,935","34,637","31,358","28,229","21,594","14,435","11,676","9,181","5,647","3,278","2,858","416,924"
2010,2010039,Congo,"41,799","31,292","26,731","28,414","30,937","36,187","40,944","40,557","37,517","30,857","23,871","17,504","13,175","9,781","5,399","4,684","419,649"
