Year,"Sort
order","Major area, region, country or area of destination",0-4,5-9,10-14, 15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+,Total
1990,1990001,WORLD,"4,913,034","6,239,581","7,790,181","9,807,967","12,683,865","15,178,164","15,632,226","14,628,099","13,035,545","10,818,652","8,996,913","7,828,541","6,962,599","5,460,774","4,371,096","8,193,983","152,542,373"
1990,1990002,More developed regions,"1,258,383","2,344,628","3,500,366","4,748,887","6,512,663","8,015,733","8,508,110","8,272,516","7,665,191","6,467,532","5,407,993","4,731,334","4,193,438","3,237,972","2,669,556","4,856,547","82,391,619"
1990,1990003,Less developed regions,"3,654,651","3,894,953","4,289,815","5,059,080","6,171,202","7,162,431","7,124,116","6,355,583","5,370,354","4,351,120","3,588,920","3,097,207","2,769,161","2,222,802","1,701,540","3,337,436","70,150,754"
1990,1990004,Least developed countries,"1,075,910","1,111,457","1,102,234","1,222,202","1,262,601","1,171,243","958,992","756,354","588,853","450,413","381,816","325,798","282,194","156,640","93,960","132,559","11,073,226"
1990,1990005,"Less developed regions, excluding least developed countries","2,579,732","2,785,169","3,189,501","3,838,806","4,911,738","5,996,011","6,170,153","5,603,505","4,784,943","3,903,174","3,209,171","2,773,266","2,488,772","2,067,357","1,608,466","3,206,285","59,116,432"
1990,1990006,High-income countries,"1,725,598","2,470,546","3,067,085","4,041,275","5,977,181","7,895,067","8,494,172","7,750,618","6,897,043","5,510,358","4,683,717","3,970,815","3,544,860","2,823,270","2,267,771","4,119,634","75,239,010"
1990,1990007,Middle-income countries,"2,360,959","2,926,421","3,867,256","4,864,041","5,761,347","6,351,982","6,317,248","6,215,283","5,621,339","4,910,351","3,990,251","3,599,880","3,204,699","2,500,392","2,024,615","3,959,117","68,475,181"
1990,1990008,Upper-middle-income countries,"1,159,192","1,561,496","2,182,980","2,616,981","3,004,005","3,210,212","3,102,276","3,032,914","2,712,843","2,354,044","1,819,943","1,759,968","1,568,823","1,140,909","820,994","1,364,752","33,412,332"
1990,1990009,Lower-middle-income countries,"1,201,767","1,364,925","1,684,276","2,247,060","2,757,342","3,141,770","3,214,972","3,182,369","2,908,496","2,556,307","2,170,308","1,839,912","1,635,876","1,359,483","1,203,621","2,594,365","35,062,849"
1990,1990010,Low-income countries,"813,954","819,564","826,612","875,891","921,808","901,129","787,592","629,916","491,846","378,721","308,647","249,230","207,112","133,291","76,448","112,213","8,533,974"
1990,1990011,Sub-Saharan Africa,"1,322,559","1,331,468","1,272,215","1,444,427","1,646,462","1,665,096","1,425,071","1,149,088","891,736","677,064","545,499","437,327","374,138","212,669","125,259","169,858","14,690,319"
1990,1990012,AFRICA,"1,398,630","1,401,488","1,344,153","1,531,194","1,758,164","1,782,433","1,530,528","1,237,599","961,455","730,853","586,689","469,650","401,775","231,517","138,822","185,290","15,690,623"
1990,1990013,Eastern Africa,"550,576","517,413","532,435","601,740","649,306","652,377","576,960","460,174","354,039","271,732","224,068","182,251","154,343","100,326","53,877","82,414","5,964,031"
1990,1990014,Burundi,"22,459","23,463","20,802","20,214","27,170","38,450","44,435","36,481","27,382","19,646","15,760","11,621","9,925","7,646","3,058","4,598","333,110"
1990,1990015,Comoros,600,844,"1,053","1,159","1,237","1,594","1,708","1,592","1,268",985,752,496,341,225,90,135,"14,079"
1990,1990016,Djibouti,"5,415","7,310","11,681","17,361","20,195","19,015","13,622","8,289","4,618","3,714","3,244","2,837","2,232","1,191",595,902,"122,221"
1990,1990017,Eritrea,718,625,819,"1,149","1,513","1,676","1,498","1,189",808,529,376,338,270,166,66,108,"11,848"
1990,1990018,Ethiopia,"77,249","82,902","102,266","134,231","146,833","141,491","116,311","89,373","66,453","50,187","39,590","32,523","29,004","23,488","9,395","14,094","1,155,390"
1990,1990019,Kenya,"17,616","21,480","27,980","42,711","33,769","33,416","26,853","21,309","16,045","13,703","11,183","8,965","7,498","5,808","4,118","4,838","297,292"
1990,1990020,Madagascar,"1,241","1,287","1,059","1,323","1,841","1,865","1,697","1,564","1,673","1,950","1,986","1,781","1,359",986,"1,071","1,234","23,917"
1990,1990021,Malawi,"167,574","141,449","126,627","134,246","117,183","102,482","81,556","63,675","49,072","33,501","29,852","26,092","21,760","8,298","5,985","18,372","1,127,724"
1990,1990022,Mauritius,312,379,297,194,328,322,344,303,253,185,128,117,123,114,76,138,"3,613"
1990,1990023,Mayotte,938,903,"1,166","1,568","1,988","2,106","1,866","1,493","1,001",451,522,492,435,147,53,100,"15,229"
1990,1990024,Mozambique,"17,900","12,866","9,374","15,745","26,975","9,720","6,240","5,746","4,261","3,885","2,956","2,306","1,582","1,209",668,899,"122,332"
1990,1990025,Réunion,"2,240","5,260","6,787","5,201","3,727","5,407","5,943","5,991","4,462","3,682","3,213","2,117","1,162",744,480,794,"57,210"
1990,1990026,Rwanda,"8,621","9,363","10,193","12,641","17,969","20,686","19,430","15,753","11,480","8,329","6,330","4,806","3,876","3,546","3,169","3,677","159,869"
1990,1990027,Seychelles,192,189,173,131,259,455,577,515,369,243,179,158,102,71,53,55,"3,721"
1990,1990028,Somalia,"87,893","62,658","50,126","37,481","37,752","44,753","42,200","37,416","27,422","17,679","12,934","7,509","6,734","2,211","1,695","1,831","478,294"
1990,1990029,South Sudan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,1990030,Uganda,"46,277","42,971","43,751","46,338","52,997","57,281","53,277","45,584","37,068","31,866","26,611","23,975","18,923","13,871","7,002","10,515","558,307"
1990,1990031,United Republic of Tanzania,"41,732","44,312","48,816","52,632","58,316","60,295","56,243","45,182","35,231","28,742","25,460","22,505","19,774","14,831","9,717","10,237","574,025"
1990,1990032,Zambia,"19,962","22,284","25,650","28,004","29,379","28,817","26,332","22,198","18,330","15,399","13,054","10,757","7,564","5,300","2,397","3,602","279,029"
1990,1990033,Zimbabwe,"31,637","36,868","43,815","49,411","69,875","82,546","76,828","56,521","46,843","37,056","29,938","22,856","21,679","10,474","4,189","6,285","626,821"
1990,1990034,Middle Africa,"137,095","148,983","146,808","144,096","147,740","146,039","132,860","112,689","92,805","73,473","53,274","43,042","33,286","22,658","10,942","14,740","1,460,530"
1990,1990035,Angola,"1,362","2,349","3,623","4,332","4,122","3,579","3,091","2,325","1,900","1,785","1,626","1,184",933,598,399,309,"33,517"
1990,1990036,Cameroon,"16,623","23,466","27,630","26,413","28,059","30,155","30,155","25,864","21,320","15,915","6,423","4,114","3,596","2,801","1,120","1,690","265,344"
1990,1990037,Central African Republic,"8,176","7,355","6,593","6,481","6,894","6,884","6,041","4,823","3,800","2,941","2,183","1,649","1,300","1,023",511,580,"67,234"
1990,1990038,Chad,"5,024","7,433","8,725","8,216","7,547","7,441","6,489","5,174","4,110","3,431","2,787","2,119","2,266","1,790",716,"1,074","74,342"
1990,1990039,Congo,"9,542","7,877","9,106","10,690","13,236","15,141","14,856","13,165","10,281","7,397","5,305","4,228","3,711","2,531","1,012","1,519","129,597"
1990,1990040,Democratic Republic of the Congo,"83,058","88,112","79,498","76,470","75,173","68,286","57,536","48,886","41,348","34,584","29,635","26,076","18,628","12,076","6,402","8,426","754,194"
1990,1990041,Equatorial Guinea,264,193,141,159,229,283,294,277,229,178,132,114,91,64,34,58,"2,740"
1990,1990042,Gabon,"12,891","11,858","11,065","10,722","12,103","14,029","14,203","11,816","9,029","6,493","4,636","3,270","2,550","1,654",661,"1,000","127,980"
1990,1990043,Sao Tome and Principe,155,340,427,613,377,241,195,359,788,749,547,288,211,121,87,84,"5,582"
1990,1990044,Northern Africa,"256,628","282,856","214,681","225,458","228,609","213,620","182,807","161,839","136,052","104,955","100,205","98,866","99,731","37,777","28,082","31,034","2,403,200"
1990,1990045,Algeria,"17,329","17,130","16,940","18,753","23,842","28,174","28,042","24,459","20,427","16,837","14,384","12,894","10,937","8,980","6,735","8,091","273,954"
1990,1990046,Egypt,"20,045","18,593","17,596","17,965","21,276","15,291","11,276","10,835","9,477","8,237","6,828","4,707","4,569","3,502","1,401","2,110","173,708"
1990,1990047,Libya,"32,633","28,485","31,371","43,441","58,680","64,834","56,937","44,638","32,191","22,228","14,519","10,445","8,715","3,418","2,544","1,996","457,075"
1990,1990048,Morocco,"3,979","3,606","3,750","3,976","4,133","4,268","4,358","4,303","4,086","3,734","3,221","2,573","2,114","2,112","2,300","2,382","54,895"
1990,1990049,Sudan,"180,557","212,836","142,743","138,691","116,907","96,283","77,350","73,328","66,333","51,166","59,015","66,543","72,094","18,929","14,519","15,602","1,402,896"
1990,1990050,Tunisia,"1,958","2,076","2,154","2,506","3,530","4,389","4,445","3,947","3,284","2,580","2,105","1,609","1,233",795,560,813,"37,984"
1990,1990051,Western Sahara,127,130,127,126,241,381,399,329,254,173,133,95,69,41,23,40,"2,688"
1990,1990052,Southern Africa,"43,296","55,106","65,420","94,225","156,176","180,318","161,009","146,844","121,372","99,122","75,942","57,295","51,238","35,091","20,937","28,968","1,392,359"
1990,1990053,Botswana,"2,626","2,454","2,061","1,601","1,924","2,875","3,613","3,244","2,522","1,721","1,151",691,482,215,138,192,"27,510"
1990,1990054,Lesotho,764,665,592,584,747,909,979,823,649,503,378,271,135,74,63,104,"8,240"
1990,1990055,Namibia,"7,212","9,394","10,874","13,393","12,406","9,807","8,627","7,811","6,989","6,093","5,108","4,535","4,306","4,336","4,742","5,008","120,641"
1990,1990056,South Africa,"29,195","38,749","46,197","70,785","132,947","159,059","140,534","128,650","106,068","86,648","66,145","49,253","44,281","29,032","14,505","21,835","1,163,883"
1990,1990057,Swaziland,"3,499","3,844","5,696","7,862","8,152","7,668","7,256","6,316","5,144","4,157","3,160","2,545","2,034","1,434","1,489","1,829","72,085"
1990,1990058,Western Africa,"411,035","397,130","384,809","465,675","576,333","590,079","476,892","356,053","257,187","181,571","133,200","88,196","63,177","35,665","24,984","28,134","4,470,503"
1990,1990059,Benin,"9,534","7,861","5,944","7,382","10,237","10,738","7,707","5,770","3,880","2,346","1,712",837,866,433,408,557,"76,212"
1990,1990060,Burkina Faso,"29,051","77,461","70,460","53,811","34,422","25,150","17,695","12,656","8,456","5,544","4,579","3,087","2,803","1,600","1,334","1,548","349,657"
1990,1990061,Cabo Verde,403,802,"1,176","1,605","1,345","1,192","1,059",567,228,114,94,80,97,54,54,61,"8,931"
1990,1990062,Côte d'Ivoire,"60,831","71,884","80,464","174,375","297,303","319,659","257,369","192,761","133,230","91,920","59,555","36,622","23,554","11,616","4,339",944,"1,816,426"
1990,1990063,Gambia,"11,913","10,349","8,668","13,036","15,584","16,737","12,827","7,608","5,875","4,638","3,804","2,223","1,778","1,266",723,"1,094","118,123"
1990,1990064,Ghana,"24,272","25,565","21,808","18,738","13,197","11,527","9,546","7,997","7,334","5,801","4,730","3,441","3,529","2,711","2,446","2,209","164,851"
1990,1990065,Guinea,"43,097","47,506","55,692","47,392","40,368","34,899","29,294","24,032","20,074","16,410","14,058","12,955","7,460","4,037","2,947","3,400","403,621"
1990,1990066,Guinea-Bissau,"2,137","1,932","1,830","1,777","1,560","1,459","1,184",916,596,498,404,276,320,224,112,143,"15,368"
1990,1990067,Liberia,"11,798","11,101","10,633","11,407","11,481","10,121","8,203","6,184","4,383","3,000","2,039","1,384",925,742,763,800,"94,964"
1990,1990068,Mali,"28,156","10,917","21,122","20,987","12,934","10,523","10,783","8,185","8,315","5,763","5,788","4,224","3,876","2,527","2,252","4,384","160,736"
1990,1990069,Mauritania,"14,378","11,331","8,725","9,972","14,409","15,919","11,736","8,043","5,294","3,463","3,036","1,686","1,405",672,650,931,"111,650"
1990,1990070,Niger,"6,792","9,692","8,938","10,728","12,784","13,580","12,329","10,229","7,909","6,158","4,676","3,233","2,724","2,009","1,638","2,045","115,464"
1990,1990071,Nigeria,"114,528","54,494","29,407","30,435","42,925","54,856","43,684","29,674","20,220","12,006","9,822","4,297","4,170","1,749","1,854","2,500","456,621"
1990,1990072,Saint Helena,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,383
1990,1990073,Senegal,"15,101","17,867","22,735","28,377","33,049","32,395","28,234","21,944","17,651","14,026","12,000","9,439","6,343","3,827","3,222","4,200","270,410"
1990,1990074,Sierra Leone,"27,583","25,954","24,860","26,667","26,843","23,663","19,178","14,459","10,249","7,014","4,767","3,237","2,163","1,387","1,788","2,430","222,242"
1990,1990075,Togo,"11,461","12,414","12,347","8,986","7,892","7,661","6,064","5,028","3,493","2,870","2,136","1,175","1,164",811,454,888,"84,844"
1990,1990076,ASIA,"1,967,310","2,139,763","2,569,581","3,141,433","4,022,325","4,954,494","5,123,957","4,635,832","3,916,146","3,185,772","2,609,229","2,256,561","1,987,524","1,625,352","1,296,530","2,676,622","48,108,431"
1990,1990077,Central Asia,"172,918","215,584","276,136","333,964","354,261","403,171","490,680","593,127","636,360","565,959","506,165","479,041","474,142","411,586","325,339","392,250","6,630,683"
1990,1990078,Kazakhstan,"95,920","119,471","155,586","189,103","200,313","227,077","276,997","338,925","367,564","320,761","292,655","276,723","258,239","205,824","117,613","176,429","3,619,200"
1990,1990079,Kyrgyzstan,"21,569","27,073","30,637","35,574","38,183","44,865","53,612","58,349","56,398","50,240","44,398","42,412","39,087","32,317","24,995","23,374","623,083"
1990,1990080,Tajikistan,"9,954","12,400","16,151","19,633","20,797","23,572","28,747","35,169","38,137","35,005","30,365","28,712","31,748","32,508","33,493","32,509","428,900"
1990,1990081,Turkmenistan,"7,113","8,859","11,537","14,023","14,854","16,839","20,541","25,133","27,257","25,019","21,702","20,521","22,691","23,235","23,939","23,237","306,500"
1990,1990082,Uzbekistan,"38,362","47,781","62,225","75,631","80,114","90,818","110,783","135,551","147,004","134,934","117,045","110,673","122,377","117,702","125,299","136,701","1,653,000"
1990,1990083,Eastern Asia,"96,812","121,754","147,635","206,273","285,165","358,811","402,073","378,321","363,454","287,138","268,837","275,964","254,506","184,649","139,292","188,661","3,959,345"
1990,1990084,China,"19,748","17,967","21,155","28,688","40,395","45,969","43,267","36,399","27,571","19,858","16,163","15,527","15,181","11,386","6,831","10,256","376,361"
1990,1990085,"China, Hong Kong SAR","20,253","33,151","46,966","75,564","85,351","132,179","199,740","207,566","225,572","186,170","188,798","210,120","200,738","145,895","111,694","148,716","2,218,473"
1990,1990086,"China, Macao SAR","2,473","4,746","9,143","14,005","21,045","26,396","30,976","25,086","17,535","10,172","8,247","8,181","8,290","6,799","5,226","6,727","205,047"
1990,1990087,Dem. People's Republic of Korea,"1,910","1,573","1,455","1,943","3,192","3,927","3,998","3,607","2,851","2,037","1,642","1,581","1,440","1,234",823,890,"34,103"
1990,1990088,Japan,"49,299","60,376","64,897","82,692","131,114","145,667","118,519","100,854","85,498","65,463","51,384","38,503","27,454","18,360","14,116","21,430","1,075,626"
1990,1990089,Mongolia,353,349,308,343,816,721,635,597,642,628,480,334,167,143,108,94,"6,718"
1990,1990090,Republic of Korea,"2,776","3,592","3,711","3,038","3,252","3,952","4,938","4,212","3,785","2,810","2,123","1,718","1,236",832,494,548,"43,017"
1990,1990091,Southern Asia,"374,925","456,132","899,356","1,417,632","1,796,062","2,008,411","1,923,846","1,761,565","1,513,257","1,338,999","1,120,400","945,903","809,701","708,171","594,143","1,767,840","19,436,343"
1990,1990092,Afghanistan,"3,693","3,795","4,505","5,370","6,490","7,154","6,586","5,336","4,031","3,011","2,343","1,936","1,456",986,394,600,"57,686"
1990,1990093,Bangladesh,"44,906","38,414","95,790","164,290","190,418","149,364","83,163","42,274","25,859","15,821","10,145","7,393","6,941","3,419","1,367","2,053","881,617"
1990,1990094,Bhutan,736,678,676,723,"1,381","5,930","3,910","2,708","2,370","1,570","1,201",724,458,333,232,177,"23,807"
1990,1990095,India,"37,120","58,845","168,332","314,220","448,885","583,551","650,884","673,328","617,217","555,495","468,692","390,113","346,768","336,852","353,695","1,489,207","7,493,204"
1990,1990096,Iran (Islamic Republic of),"238,567","274,488","431,507","567,170","628,345","600,220","452,755","295,144","186,767","155,082","127,444","120,857","90,992","61,128","24,451","36,684","4,291,601"
1990,1990097,Maldives,573,520,494,471,750,"1,058","1,094",963,819,593,432,301,216,162,93,150,"8,689"
1990,1990098,Nepal,"9,937","17,563","23,266","39,638","54,510","55,968","49,901","42,672","33,682","28,290","20,169","16,016","15,691","10,027","5,686","6,958","429,974"
1990,1990099,Pakistan,"38,404","60,880","174,154","325,091","464,415","603,739","673,401","696,623","638,569","574,712","484,906","403,608","342,926","291,971","205,579","229,226","6,208,204"
1990,1990100,Sri Lanka,989,949,632,659,868,"1,427","2,152","2,517","3,943","4,425","5,068","4,955","4,253","3,293","2,646","2,785","41,561"
1990,1990101,South-Eastern Asia,"157,603","177,626","233,150","301,653","339,832","329,586","288,146","238,613","190,098","147,100","121,864","103,030","77,676","54,879","47,762","67,998","2,876,616"
1990,1990102,Brunei Darussalam,"3,521","3,062","2,407","2,401","8,533","12,120","12,690","10,409","7,059","3,665","2,446","1,630","1,131",810,554,762,"73,200"
1990,1990103,Cambodia,"1,470","4,688","6,603","5,511","4,526","4,041","3,043","2,298","1,775","1,292",950,836,750,296,118,178,"38,375"
1990,1990104,Indonesia,"36,751","35,302","37,642","40,929","43,653","45,838","47,715","44,559","39,132","30,347","23,864","16,374","11,462","5,731","2,865","3,448","465,612"
1990,1990105,Lao People's Democratic Republic,"1,945","2,328","2,625","2,648","2,650","2,494","2,000","1,445","1,077",919,805,661,535,363,145,226,"22,866"
1990,1990106,Malaysia,"46,863","42,054","61,790","102,730","122,637","105,783","76,656","50,165","29,597","17,029","10,349","7,028","5,166","4,926","6,206","6,941","695,920"
1990,1990107,Myanmar,"6,018","7,106","8,543","12,318","15,517","17,004","15,581","13,260","10,167","8,275","5,942","4,640","3,129","2,298","1,333","2,414","133,545"
1990,1990108,Philippines,"13,907","12,752","11,472","10,766","10,793","11,124","11,165","10,681","9,965","9,248","8,252","6,938","6,212","6,525","7,050","7,221","154,071"
1990,1990109,Singapore,"16,776","19,249","26,561","38,575","53,901","70,367","74,726","74,075","69,080","60,260","56,927","54,743","39,205","22,403","16,802","33,612","727,262"
1990,1990110,Thailand,"27,025","47,595","71,777","81,956","73,401","56,507","40,908","28,959","20,232","14,500","11,069","9,170","9,248","11,000","12,473","12,873","528,693"
1990,1990111,Timor-Leste,935,627,502,562,962,"1,240","1,202",984,689,434,269,197,179,80,37,55,"8,954"
1990,1990112,Viet Nam,"2,392","2,863","3,228","3,257","3,259","3,068","2,460","1,778","1,325","1,131",991,813,659,447,179,268,"28,118"
1990,1990113,Western Asia,"1,165,052","1,168,667","1,013,304","881,911","1,247,005","1,854,515","2,019,212","1,664,206","1,212,977","846,576","591,963","452,623","371,499","266,067","189,994","259,873","15,205,444"
1990,1990114,Armenia,"35,623","45,053","50,454","50,308","42,309","40,444","43,845","54,275","57,600","47,208","34,361","36,124","37,887","31,504","27,032","24,762","658,789"
1990,1990115,Azerbaijan,"10,189","12,692","16,529","20,089","21,280","24,124","29,428","36,008","39,049","35,843","31,092","29,399","27,637","12,104","8,069","7,068","360,600"
1990,1990116,Bahrain,"11,357","9,441","6,174","4,035","15,112","30,224","37,017","28,041","16,028","7,893","4,239","1,976",914,344,198,219,"173,212"
1990,1990117,Cyprus,"1,870","3,704","4,580","4,758","4,439","4,130","3,927","3,518","2,896","1,992","1,717","1,569","1,807","1,175",802,921,"43,805"
1990,1990118,Georgia,"10,404","12,443","14,856","15,012","14,389","17,434","21,815","25,417","25,674","25,273","28,837","28,690","28,542","14,271","7,135","14,278","304,470"
1990,1990119,Iraq,"2,134","5,841","9,788","11,224","10,534","9,579","8,337","7,066","5,221","3,863","3,059","2,455","1,816","1,286",571,864,"83,638"
1990,1990120,Israel,"15,375","42,252","51,267","56,848","69,625","87,203","107,031","124,411","147,632","153,787","137,015","141,558","133,302","127,499","93,396","144,503","1,632,704"
1990,1990121,Jordan,"176,224","157,160","119,928","102,137","106,950","91,473","77,264","65,029","55,779","45,369","38,407","35,622","28,574","19,835","12,471","14,127","1,146,349"
1990,1990122,Kuwait,"135,766","142,480","121,049","109,596","72,843","76,770","100,518","90,154","70,969","61,979","40,105","23,125","13,869","7,581","3,335","4,252","1,074,391"
1990,1990123,Lebanon,"66,804","61,292","53,708","53,604","56,569","51,172","41,902","32,240","25,179","20,141","17,073","15,783","11,833","6,010","4,319","6,064","523,693"
1990,1990124,Oman,"14,381","13,009","7,946","3,624","21,992","59,130","63,968","54,423","34,716","17,530","8,221","2,956","1,246",412,235,211,"304,000"
1990,1990125,Qatar,"27,980","23,983","18,987","12,990","24,983","38,974","49,666","42,770","30,479","18,221","10,992","4,996","2,498","1,101",750,383,"309,753"
1990,1990126,Saudi Arabia,"429,350","390,335","275,203","173,428","389,149","829,133","927,260","693,256","423,686","224,628","124,117","54,129","32,560","10,539","10,495","11,177","4,998,445"
1990,1990127,State of Palestine,"13,618","27,362","31,402","31,941","29,253","24,722","18,115","14,140","13,274","13,622","14,049","14,246","13,027","11,807","8,074","9,680","288,332"
1990,1990128,Syrian Arab Republic,"44,093","35,805","25,952","20,251","62,905","129,955","139,926","113,068","70,003","38,154","19,457","8,137","3,769","1,119",826,720,"714,140"
1990,1990129,Turkey,"63,434","73,670","114,125","146,649","160,326","156,331","124,434","85,524","56,656","43,717","37,450","32,697","24,808","15,161","10,242","18,462","1,163,686"
1990,1990130,United Arab Emirates,"90,205","93,416","79,230","53,923","132,875","173,046","215,795","187,545","132,042","82,222","37,714","16,503","6,022","3,065","1,543","1,428","1,306,574"
1990,1990131,Yemen,"16,245","18,729","12,126","11,494","11,472","10,671","8,964","7,321","6,094","5,134","4,058","2,658","1,388","1,254",501,754,"118,863"
1990,1990132,EUROPE,"815,991","1,505,455","2,291,613","2,927,427","3,721,228","4,487,454","4,870,053","4,955,048","4,554,009","3,956,892","3,289,715","2,979,745","2,589,946","1,980,411","1,638,754","2,667,680","49,232,191"
1990,1990133,Eastern Europe,"363,214","734,484","1,175,860","1,356,007","1,542,487","1,757,934","1,925,658","2,124,705","1,996,746","1,845,935","1,447,583","1,427,533","1,251,843","872,741","786,742","1,385,840","21,995,312"
1990,1990134,Belarus,"28,978","34,514","53,290","81,508","105,245","132,520","127,972","116,022","97,680","92,580","85,524","76,842","65,315","49,361","32,993","68,633","1,248,977"
1990,1990135,Bulgaria,"1,065","1,121","1,354","1,570","2,095","2,267","2,693","2,794","2,210","1,459",885,615,449,289,273,371,"21,510"
1990,1990136,Czechia,554,"1,409","2,135","2,399","3,707","5,388","7,126","8,112","8,845","11,070","10,357","12,720","9,584","8,516","8,072","10,400","110,394"
1990,1990137,Hungary,"11,354","12,284","16,115","21,363","27,919","26,982","25,320","21,684","18,906","16,723","17,014","22,456","21,991","19,294","20,037","48,068","347,510"
1990,1990138,Poland,"16,462","22,790","25,464","24,386","30,375","33,944","37,239","36,844","38,133","49,972","103,882","130,674","142,004","104,534","106,395","224,673","1,127,771"
1990,1990139,Republic of Moldova,"15,728","12,581","17,768","24,060","26,086","26,453","30,349","39,804","51,024","56,377","51,582","42,299","35,643","25,318","29,694","59,396","544,162"
1990,1990140,Romania,852,338,359,549,792,687,989,"1,038","1,219","9,503","17,334","20,165","18,711","15,788","16,230","31,271","135,825"
1990,1990141,Russian Federation,"199,257","457,043","747,178","828,805","946,294","1,067,496","1,129,811","1,249,019","1,114,587","981,690","603,045","645,978","544,484","299,907","259,031","451,323","11,524,948"
1990,1990142,Slovakia,381,990,"1,149","1,619","2,121","2,657","2,844","3,358","4,498","3,187","2,676","3,212","3,634","3,306","2,231","3,432","41,295"
1990,1990143,Ukraine,"88,583","191,414","311,048","369,748","397,853","459,540","561,315","646,030","659,644","623,374","555,284","472,572","410,028","346,428","311,786","488,273","6,892,920"
1990,1990144,Northern Europe,"110,460","190,662","231,673","307,689","463,342","618,159","676,969","654,919","598,620","518,829","498,316","442,365","416,324","353,809","253,989","309,480","6,645,605"
1990,1990145,Channel Islands,535,964,"1,257","1,782","4,298","6,585","6,481","5,990","5,637","5,900","5,781","3,964","3,011","2,606","2,372","4,497","61,660"
1990,1990146,Denmark,"6,499","12,071","13,191","16,156","24,314","29,267","26,760","21,399","19,491","16,575","11,727","8,504","7,340","6,365","4,833","10,697","235,189"
1990,1990147,Estonia,"4,542","8,140","10,089","14,288","19,836","32,364","38,990","37,309","28,664","32,855","38,236","34,090","33,509","19,441","12,321","17,323","381,997"
1990,1990148,Faeroe Islands,227,306,394,458,550,588,427,328,341,260,121,88,49,50,46,52,"4,285"
1990,1990149,Finland,"2,605","5,978","7,726","7,083","6,403","5,748","5,258","4,136","3,157","2,783","1,937","1,541","1,427","2,048","1,822","3,603","63,255"
1990,1990150,Iceland,590,843,880,960,995,"1,100",925,825,590,480,380,286,244,150,126,210,"9,584"
1990,1990151,Ireland,"6,406","13,686","19,314","27,810","27,843","26,133","21,753","18,561","13,457","11,568","8,715","7,659","6,560","5,910","4,802","7,784","227,961"
1990,1990152,Isle of Man,446,"1,029","1,493","1,737","1,951","2,398","2,693","2,660","2,420","2,708","2,463","2,332","2,292","1,978","2,082","4,087","34,769"
1990,1990153,Latvia,"1,183","3,687","8,656","13,776","16,360","21,998","35,194","57,278","72,028","72,445","66,408","61,736","58,649","52,931","50,284","53,394","646,007"
1990,1990154,Lithuania,"8,743","6,843","7,846","10,006","15,898","27,654","35,927","34,973","30,265","25,691","23,270","24,750","32,417","27,310","22,686","14,979","349,258"
1990,1990155,Norway,"5,268","9,422","9,302","10,692","18,305","26,094","24,510","20,168","17,779","14,094","8,722","6,697","6,258","5,941","3,603","5,732","192,587"
1990,1990156,Sweden,"11,037","21,693","31,601","45,017","55,800","76,876","83,275","81,280","78,664","66,788","59,425","50,342","37,695","30,370","25,478","33,426","788,767"
1990,1990157,United Kingdom,"62,379","106,000","119,924","157,924","270,789","361,354","394,776","370,012","326,127","266,682","271,131","240,376","226,873","198,709","123,534","153,696","3,650,286"
1990,1990158,Southern Europe,"130,227","190,129","273,791","412,139","465,159","480,341","411,623","355,757","299,366","249,537","233,890","198,990","181,259","137,508","119,052","200,916","4,340,454"
1990,1990159,Albania,"3,268","3,440","4,155","4,818","6,429","6,957","8,264","8,574","6,782","4,477","2,716","1,887","1,377",886,838,"1,145","66,013"
1990,1990160,Andorra,991,"1,673","1,920","1,928","3,137","4,823","5,029","4,276","3,442","2,467","2,067","1,857","1,805","1,195",886,"1,408","38,904"
1990,1990161,Bosnia and Herzegovina,"2,302","1,363","1,462","2,191","2,743","3,460","4,381","5,398","5,642","5,465","4,823","4,572","4,135","3,308","1,899","2,856","56,000"
1990,1990162,Croatia,"3,787","7,643","11,452","16,916","28,626","45,490","53,976","55,362","48,793","36,787","45,347","38,614","31,226","21,580","10,771","19,068","475,438"
1990,1990163,Gibraltar,589,522,505,520,813,"1,105","1,128",985,812,577,418,297,208,104,52,74,"8,709"
1990,1990164,Greece,"35,348","43,052","52,232","51,797","55,400","63,320","57,656","50,387","45,287","36,412","32,419","25,822","22,393","9,090","9,063","28,461","618,139"
1990,1990165,Holy See,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,768
1990,1990166,Italy,"41,476","58,239","87,562","136,741","180,838","187,330","142,013","101,986","74,671","62,324","63,291","54,890","55,835","51,469","52,123","77,433","1,428,221"
1990,1990167,Malta,580,"1,489","1,599","1,739","1,989","1,568","1,137",809,728,623,482,475,444,393,507,515,"15,077"
1990,1990168,Montenegro,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,1990169,Portugal,"7,699","19,336","38,894","89,822","67,039","46,853","39,681","31,609","20,774","14,992","13,524","12,705","11,463","6,431","6,409","8,551","435,782"
1990,1990170,San Marino,156,160,157,155,297,469,492,405,312,213,164,117,85,51,32,45,"3,310"
