Country,WEO,ISO,Year,Assaults
Slovenia,961,SVN,2011,1974
Slovenia,961,SVN,2012,2032
Slovenia,961,SVN,2013,1849
Slovenia,961,SVN,2014,1657
Slovenia,961,SVN,2015,1540
Slovenia,961,SVN,2016,1491
Slovenia,961,SVN,2017,1398
Solomon Islands,813,SLB,2004,1207
Solomon Islands,813,SLB,2005,1213
Solomon Islands,813,SLB,2006,1168
Solomon Islands,813,SLB,2007,1184
Solomon Islands,813,SLB,2008,1097
South Africa,199,ZAF,2014,182556
South Africa,199,ZAF,2015,182933
South Africa,199,ZAF,2016,170616
South Africa,199,ZAF,2017,167352
Spain,184,ESP,2005,172824
Spain,184,ESP,2006,180706
Spain,184,ESP,2007,70536
Spain,184,ESP,2008,72803
Spain,184,ESP,2009,80910
Spain,184,ESP,2010,25077
Spain,184,ESP,2011,18290
Spain,184,ESP,2012,17353
Spain,184,ESP,2013,16701
Spain,184,ESP,2014,16776
Spain,184,ESP,2015,29056
Spain,184,ESP,2016,17331
Spain,184,ESP,2017,18089
Sri Lanka,524,LKA,2003,22178
Sri Lanka,524,LKA,2004,21172
Sri Lanka,524,LKA,2008,50466
Sri Lanka,524,LKA,2009,59267
Sri Lanka,524,LKA,2010,64616
Sri Lanka,524,LKA,2011,66474
Sri Lanka,524,LKA,2012,66137
Sri Lanka,524,LKA,2013,4098
Sri Lanka,524,LKA,2014,4037
Sri Lanka,524,LKA,2015,3792
Sri Lanka,524,LKA,2016,3563
St. Kitts and Nevis,361,KNA,2009,148
St. Kitts and Nevis,361,KNA,2010,155
St. Kitts and Nevis,361,KNA,2011,137
St. Vincent and the Grenadines,364,VCT,2004,1529
St. Vincent and the Grenadines,364,VCT,2005,1252
St. Vincent and the Grenadines,364,VCT,2006,1054
St. Vincent and the Grenadines,364,VCT,2007,1063
St. Vincent and the Grenadines,364,VCT,2008,1029
St. Vincent and the Grenadines,364,VCT,2009,1220
St. Vincent and the Grenadines,364,VCT,2010,1309
St. Vincent and the Grenadines,364,VCT,2011,1245
St. Vincent and the Grenadines,364,VCT,2012,1112
St. Vincent and the Grenadines,364,VCT,2016,821
Suriname,366,SUR,2014,433
Suriname,366,SUR,2015,310
Suriname,366,SUR,2016,396
Suriname,366,SUR,2017,360
Sweden,144,SWE,2003,65177
Sweden,144,SWE,2004,67089
Sweden,144,SWE,2005,72645
Sweden,144,SWE,2006,77019
Sweden,144,SWE,2007,82262
Sweden,144,SWE,2008,84566
Sweden,144,SWE,2009,86281
Sweden,144,SWE,2010,5594
Sweden,144,SWE,2011,5684
Sweden,144,SWE,2012,5338
Sweden,144,SWE,2013,4659
Sweden,144,SWE,2014,4570
Sweden,144,SWE,2015,4646
Sweden,144,SWE,2016,4959
Sweden,144,SWE,2017,4685
Switzerland,146,CHE,2003,6732
Switzerland,146,CHE,2004,8198
Switzerland,146,CHE,2005,8099
Switzerland,146,CHE,2006,9272
Switzerland,146,CHE,2007,9644
Switzerland,146,CHE,2008,8893
Switzerland,146,CHE,2009,524
Switzerland,146,CHE,2010,487
Switzerland,146,CHE,2011,487
Switzerland,146,CHE,2012,597
Switzerland,146,CHE,2013,568
Switzerland,146,CHE,2014,609
Switzerland,146,CHE,2015,616
Switzerland,146,CHE,2016,573
Switzerland,146,CHE,2017,586
Syria,463,SYR,2003,5390
Syria,463,SYR,2004,6365
Syria,463,SYR,2005,6157
Syria,463,SYR,2006,5543
Syria,463,SYR,2007,653
Syria,463,SYR,2008,559
Tajikistan,923,TJK,2006,5762
Tajikistan,923,TJK,2007,5730
Tajikistan,923,TJK,2008,7396
Tajikistan,923,TJK,2009,9489
Tajikistan,923,TJK,2010,5490
Tajikistan,923,TJK,2011,3735
Tanzania,738,TZA,2014,1834
Tanzania,738,TZA,2015,2361
Thailand,578,THA,2005,28245
Thailand,578,THA,2006,25798
Thailand,578,THA,2007,26620
Thailand,578,THA,2008,18804
Thailand,578,THA,2009,18359
Thailand,578,THA,2010,9112
Thailand,578,THA,2011,13322
Thailand,578,THA,2012,13654
Thailand,578,THA,2013,12491
Thailand,578,THA,2014,12675
Thailand,578,THA,2015,13677
The Bahamas,313,BHS,2009,2601
The Bahamas,313,BHS,2010,3063
The Bahamas,313,BHS,2011,3268
The Bahamas,313,BHS,2012,3132
The Bahamas,313,BHS,2014,5145
The Bahamas,313,BHS,2015,4562
The Bahamas,313,BHS,2016,4276
The Bahamas,313,BHS,2017,3854
Trinidad and Tobago,369,TTO,2004,643
Trinidad and Tobago,369,TTO,2005,801
Trinidad and Tobago,369,TTO,2006,657
Trinidad and Tobago,369,TTO,2007,680
Trinidad and Tobago,369,TTO,2008,771
Trinidad and Tobago,369,TTO,2009,689
Trinidad and Tobago,369,TTO,2010,616
Trinidad and Tobago,369,TTO,2011,535
Trinidad and Tobago,369,TTO,2012,579
Trinidad and Tobago,369,TTO,2013,542
Trinidad and Tobago,369,TTO,2014,558
Trinidad and Tobago,369,TTO,2015,600
Turkey,186,TUR,2003,91997
Turkey,186,TUR,2004,97145
Turkey,186,TUR,2005,105721
Turkey,186,TUR,2006,138937
Turkey,186,TUR,2007,121913
Turkey,186,TUR,2008,166430
Turkey,186,TUR,2009,194059
Turkey,186,TUR,2010,220882
Turkey,186,TUR,2011,238395
Turkey,186,TUR,2012,262330
Turkey,186,TUR,2013,74938
Turkey,186,TUR,2014,79405
Turkey,186,TUR,2015,87554
Turkey,186,TUR,2016,69896
Turkmenistan,925,TKM,2005,90
Turkmenistan,925,TKM,2006,83
Uganda,746,UGA,2003,19491
Uganda,746,UGA,2004,25744
Uganda,746,UGA,2005,35092
Uganda,746,UGA,2006,43782
Uganda,746,UGA,2007,28839
Uganda,746,UGA,2008,21186
Uganda,746,UGA,2009,17118
Uganda,746,UGA,2010,22979
Uganda,746,UGA,2011,19023
Uganda,746,UGA,2012,18030
Uganda,746,UGA,2013,16702
Uganda,746,UGA,2014,8210
Uganda,746,UGA,2015,10065
Uganda,746,UGA,2016,7019
Uganda,746,UGA,2017,5732
Ukraine,926,UKR,2003,5703
Ukraine,926,UKR,2004,5538
Ukraine,926,UKR,2005,6707
Ukraine,926,UKR,2006,6464
Ukraine,926,UKR,2007,5716
Ukraine,926,UKR,2008,4984
Ukraine,926,UKR,2009,5103
Ukraine,926,UKR,2010,4029
Ukraine,926,UKR,2017,1615
United Arab Emirates,466,ARE,2005,717
United Arab Emirates,466,ARE,2006,758
United Arab Emirates,466,ARE,2012,378
United Arab Emirates,466,ARE,2013,311
United Arab Emirates,466,ARE,2014,316
United Arab Emirates,466,ARE,2015,320
United Arab Emirates,466,ARE,2016,348
United Arab Emirates,466,ARE,2017,223
United Kingdom,112,GBR,2003,518960
United Kingdom,112,GBR,2004,594748
United Kingdom,112,GBR,2005,621151
United Kingdom,112,GBR,2006,590574
United Kingdom,112,GBR,2007,531437
United Kingdom,112,GBR,2008,500560
United Kingdom,112,GBR,2009,406939
United Kingdom,112,GBR,2010,373822
United Kingdom,112,GBR,2011,343006
United Kingdom,112,GBR,2012,315874
United Kingdom,112,GBR,2013,325579
United Kingdom,112,GBR,2014,377539
United Kingdom,112,GBR,2015,435447
United Kingdom,112,GBR,2016,471418
United Kingdom,112,GBR,2017,517628
United States,111,USA,2003,859030
United States,111,USA,2004,847381
United States,111,USA,2005,862220
United States,111,USA,2006,874096
United States,111,USA,2007,866358
United States,111,USA,2008,843683
United States,111,USA,2009,812514
United States,111,USA,2010,781844
United States,111,USA,2011,752423
United States,111,USA,2012,762009
United States,111,USA,2013,726800
United States,111,USA,2014,731100
United States,111,USA,2015,764100
United States,111,USA,2016,803000
United States,111,USA,2017,810800
Uruguay,298,URY,2006,615
Uruguay,298,URY,2007,656
Uruguay,298,URY,2008,768
Uruguay,298,URY,2009,849
Uruguay,298,URY,2010,519
Uruguay,298,URY,2011,514
Uruguay,298,URY,2012,469
Uruguay,298,URY,2013,426
Uruguay,298,URY,2014,470
Uruguay,298,URY,2015,466
Uruguay,298,URY,2016,569
Uruguay,298,URY,2017,429
Uzbekistan,927,UZB,2014,1451
Uzbekistan,927,UZB,2015,1478
Uzbekistan,927,UZB,2016,1505
Uzbekistan,927,UZB,2017,1397
Yemen,474,YEM,2009,25
Zimbabwe,698,ZWE,2003,78464
Zimbabwe,698,ZWE,2004,95581
Zimbabwe,698,ZWE,2005,92510
Zimbabwe,698,ZWE,2006,77525
Zimbabwe,698,ZWE,2007,63803
Zimbabwe,698,ZWE,2008,51247
